year,A,AAL,AAPL,ABBV,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,AON,AOS,APA,APD,APH,APO,APTV,ARE,AVB,AVGO,AVY,AWK,AXON,AXP,AZO,BA,BAC,BBWI,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BLK,BMY,BR,BRK-B,BSX,BWA,BX,BXP,C,CAG,CAH,CAT,CB,CBOE,CCL,CDNS,CDW,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COR,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTRA,CTSH,CVS,CVX,D,DAL,DD,DE,DECK,DG,DGX,DHI,DHR,DIS,DLR,DLTR,DOV,DPZ,DRI,DTE,DUK,DVA,DVN,DXCM,EA,EBAY,ECL,ED,EFX,EG,EIX,EL,ELV,EME,EMN,EMR,EOG,EPAM,EQIX,EQT,ERJ,ES,ESS,ETN,ETR,ETSY,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FAST,FCX,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FMC,FRT,FSLR,FTNT,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IQV,IRM,ISRG,IT,ITW,IVZ,J,JBL,JCI,JKHY,JNJ,JPM,K,KDP,KHC,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNT,LOW,LRCX,LULU,LUV,LVS,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ON,ORCL,ORLY,OXY,PANW,PAYC,PAYX,PCAR,PCG,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PLD,PM,PNC,PNR,PNW,PODD,PPG,PPL,PRU,PSX,PTC,PWR,PYPL,QCOM,QRVO,RCL,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,RVTY,SBUX,SCHW,SHW,SJM,SLB,SMCI,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYF,SYK,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TKO,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TT,TTWO,TXN,TXT,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VEEV,VLO,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBD,WCN,WDC,WEC,WELL,WFC,WM,WMB,WMT,WRB,WST,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZTS,FTV,HWM,LW,VST,INVH,IR,MRNA,CRWD,DOW,FOX,FOXA,UBER,ABNB,CARR,DASH,OTIS,PLTR,APP,COIN,HOOD,CEG,GEHC,KVUE,VLTO
2016,1.7423359659863997e-05,1.742790917195331e-05,1.7455717234247205e-05,1.744294129997487e-05,1.742649164286665e-05,1.7421267539226573e-05,1.7410321908698514e-05,1.7444610933578443e-05,1.7424984667779616e-05,1.7457242836667708e-05,1.7457668403850167e-05,1.750206094031061e-05,1.7465478806676232e-05,1.7421455210587525e-05,1.7449523570491926e-05,1.7447980189614842e-05,1.744129693250048e-05,1.7449158324278443e-05,1.7425152876835902e-05,1.743718026458269e-05,1.7412796751345132e-05,1.7432756430777843e-05,1.744083919210126e-05,1.7440157303599812e-05,1.7435212593273147e-05,-0.0,1.741184458195189e-05,1.744024171293755e-05,1.7426116279191322e-05,1.7451765545538663e-05,1.7456318615060015e-05,1.7457124379508448e-05,1.743075259571256e-05,1.744157876200249e-05,1.7419402076744187e-05,1.7454555619842276e-05,1.7434431973097588e-05,1.7457054638263805e-05,1.7453051953555794e-05,1.741658205609605e-05,1.74470482446835e-05,1.7465671761905552e-05,1.74506263477607e-05,1.742411748537368e-05,1.7422495828144334e-05,1.7447131337595057e-05,1.74596606462507e-05,1.746839819694202e-05,1.7452415839285825e-05,1.741926065200468e-05,1.7460775000634877e-05,1.7452504630712656e-05,1.7439750964979072e-05,1.7428444051549142e-05,1.743857190825429e-05,1.745422042819565e-05,1.7428670556463163e-05,1.7435792929639908e-05,1.744229254391216e-05,1.7467830438365162e-05,1.7458860280883068e-05,1.7441513145765556e-05,1.7422890209673616e-05,1.7463842676286987e-05,1.7456512035439395e-05,1.7432855810712134e-05,1.7466761323319493e-05,1.7465088285204406e-05,1.7431199213564684e-05,1.742051325677423e-05,1.7443896695525983e-05,1.7455592233130922e-05,1.7457155637159277e-05,1.7431023121027008e-05,1.7424051155469178e-05,1.7450647554591496e-05,1.7420697141583535e-05,1.7423597028116224e-05,1.7511366127434914e-05,1.7438016281882223e-05,1.7448141293086056e-05,1.744660016193891e-05,1.7473538435587237e-05,1.7362504397026998e-05,1.741847862213783e-05,1.746588245642541e-05,1.745449040690239e-05,1.748283941443751e-05,1.7451961438773527e-05,1.7375615971828827e-05,1.74524870654015e-05,1.7449088231986538e-05,1.742715371329494e-05,1.7443229920936506e-05,1.742163587425709e-05,1.7461278113551158e-05,1.749932964665518e-05,1.742737280487373e-05,1.7445073153860387e-05,1.745721215925833e-05,1.742566800076803e-05,1.7416422477251232e-05,1.7447578036241984e-05,1.7449936945221622e-05,1.7427585084554134e-05,1.7443698091313152e-05,1.744961553753041e-05,1.7463387886509288e-05,1.7447770269800777e-05,1.7427289711548098e-05,1.7545195154808982e-05,1.7443375493305654e-05,1.7444942140125902e-05,1.744518419691989e-05,1.74489738249691e-05,1.746815658074227e-05,1.7456514224606462e-05,1.744485143483488e-05,1.7462259357216713e-05,1.7446436633072518e-05,1.742478705295135e-05,1.7440799736590518e-05,1.744309532182478e-05,1.7450583257514552e-05,1.7462330010319544e-05,1.7546268539416718e-05,1.7504325268767636e-05,1.7449298285112158e-05,1.7401347838003496e-05,1.7443238516347564e-05,1.7456180427443328e-05,1.7434052357969515e-05,1.742375580470759e-05,1.7324165192021007e-05,1.746717080653831e-05,1.7438899907961007e-05,1.745837500904903e-05,1.744164336665024e-05,1.7424475610772738e-05,1.7449783656455132e-05,1.7446180407189108e-05,1.7440414835111895e-05,1.743623227649538e-05,1.7432206142457645e-05,1.7418033176920868e-05,1.743441056986081e-05,1.7435196020698833e-05,1.7523751135741145e-05,1.7468829394661528e-05,1.7445065679350687e-05,1.7404944992224552e-05,1.7457299467202113e-05,1.7519401139756472e-05,1.745451281564741e-05,1.7429391791607273e-05,1.745963863931579e-05,1.7452569459129626e-05,1.745384987652877e-05,1.7453399943554363e-05,1.7431755214462208e-05,1.740945858279461e-05,1.7425670890805485e-05,1.745412112118943e-05,1.744376933265791e-05,1.744417350054991e-05,1.744879586946589e-05,1.745097948206332e-05,1.7442363150480688e-05,1.7450359551365024e-05,1.7414368242956608e-05,1.7472091710216015e-05,1.741356617609492e-05,1.7446706959163613e-05,1.744231657417145e-05,1.745766664580022e-05,1.7454563981771467e-05,1.7443253203660396e-05,1.746107175576991e-05,1.7435228950422262e-05,1.7447918867644835e-05,1.7437368560226703e-05,1.7418702573188756e-05,1.7444560537773452e-05,1.7447139270755008e-05,1.7451966005151717e-05,1.744296886063861e-05,1.7435346388411083e-05,1.7428611452537162e-05,1.7453671530950798e-05,1.743863231762025e-05,1.7443346769106982e-05,1.742629943582359e-05,1.7450416558387292e-05,1.7457079343711308e-05,1.743887786464923e-05,1.7442574397408608e-05,1.742171385057769e-05,1.7435248675089792e-05,1.7458294994094495e-05,1.7410761890049088e-05,1.7448186236772968e-05,1.7457171916092316e-05,1.745236789668178e-05,1.7450128815124133e-05,1.744361307459021e-05,1.744150190542853e-05,1.7445503250185963e-05,1.744992909691409e-05,1.7461540669628915e-05,1.7423473462962804e-05,1.7434516624298025e-05,1.7433311457242464e-05,1.7425365805218266e-05,1.746586792328325e-05,1.7461498756734858e-05,1.7423623525544895e-05,1.7437518638778923e-05,1.7425435666888728e-05,1.7437979992473435e-05,1.7415170142109587e-05,1.7455070913521252e-05,1.7456307902877972e-05,1.745549031302662e-05,1.7420432807168874e-05,1.743242921619515e-05,1.7442404711999275e-05,1.7447527206056488e-05,1.7458083443330043e-05,1.752709044515355e-05,1.7423569184315974e-05,1.744675136744105e-05,1.750427375162276e-05,1.7446095064282654e-05,1.7443474448221452e-05,1.742611963776315e-05,1.7412515120429356e-05,1.7426469526088333e-05,1.742560811596526e-05,1.75427723850502e-05,1.745540461964708e-05,1.742807637331012e-05,1.7419919031737373e-05,1.7438152551341762e-05,1.7428670418911795e-05,1.745651286667812e-05,1.7414500871098692e-05,1.7468513969653895e-05,1.7505388382669388e-05,1.750626470427173e-05,1.7456434186147268e-05,1.7441664650488914e-05,1.7461710029224378e-05,1.7453195973585728e-05,1.7422919104787368e-05,1.7421822164864684e-05,1.7440037821244284e-05,1.743503568016188e-05,1.744724708412452e-05,1.745439079911687e-05,1.74340825381491e-05,1.749968361034833e-05,1.7456410524210753e-05,1.7439226203764274e-05,1.7437154555266425e-05,1.7419821441602866e-05,1.7466219211011663e-05,1.745722658229434e-05,1.74421761080946e-05,1.741014008171416e-05,1.741528340042286e-05,1.7434907410174933e-05,1.745243965152551e-05,1.7437421773404172e-05,1.7441015567720566e-05,1.7459121084118233e-05,1.7444292214717685e-05,1.7469033690617463e-05,1.745486275195748e-05,1.7432438452589517e-05,1.7430416819549813e-05,1.7433113878806674e-05,1.7447566986962806e-05,1.7470538006175824e-05,1.742143111391319e-05,1.7453447618857728e-05,1.7443617392960854e-05,1.745338028511682e-05,1.7428718681059783e-05,1.742774102187992e-05,1.740971584451018e-05,1.7426368698521545e-05,1.7440923559503867e-05,1.7422187738418077e-05,1.7533954133208656e-05,1.7613928805053602e-05,1.7454756676062925e-05,1.742585378213127e-05,1.7445043602397517e-05,1.745082831823449e-05,1.7418790208734044e-05,1.7404243603119496e-05,1.7450950046484405e-05,1.744716918047506e-05,1.7444182739684215e-05,1.7433969366802283e-05,1.7424940538838413e-05,1.7460025186849746e-05,1.7421369207007003e-05,1.741840630861984e-05,1.7422648226644468e-05,1.7488030537519124e-05,1.744808673557848e-05,1.744351328586553e-05,1.742606006115732e-05,1.7463745836376185e-05,1.743244916250455e-05,1.7468277944205347e-05,1.7428941405148223e-05,1.7435302023456403e-05,1.7423285009613924e-05,1.7454331360776934e-05,1.7416889464167322e-05,1.7513071026256504e-05,1.7402556575959024e-05,1.746368757598565e-05,1.744548917840214e-05,1.7413746571103293e-05,1.7473455541400548e-05,1.7468488452814253e-05,1.745062036457868e-05,1.741488867118207e-05,1.7431728744790932e-05,1.7428777707496553e-05,1.742251594337657e-05,1.7443829523296894e-05,1.7427604492547006e-05,1.7540676353891535e-05,1.7417914851119766e-05,1.7421312102559964e-05,1.747517183321608e-05,1.744454342291844e-05,1.745535013729071e-05,1.7415208959131982e-05,1.742918086593799e-05,1.7428368923647277e-05,1.7437370688177815e-05,1.7408543611260864e-05,1.7413400813411616e-05,1.7474740291446283e-05,1.74207360629606e-05,1.74158525765346e-05,1.741755511489729e-05,1.7456311713390736e-05,1.7445340440661457e-05,1.744502197512644e-05,1.7449199232242342e-05,1.7458201727537772e-05,1.7445611750518504e-05,1.743709263657019e-05,1.7434560452771428e-05,1.7448608113106498e-05,1.744260512987797e-05,1.7442981040288712e-05,1.746862420078987e-05,1.7449276110930904e-05,1.743207475577843e-05,1.7435655326823777e-05,1.7417344871945627e-05,1.742699099893365e-05,1.7431158205636423e-05,1.7399520680609238e-05,1.74304336827872e-05,1.7413741939293915e-05,1.746723212583998e-05,1.7437228789795702e-05,1.7437003532229972e-05,1.7426934221711105e-05,1.740628971986817e-05,1.7447279323331196e-05,1.7427054366357974e-05,1.7425794854177276e-05,1.743116066485778e-05,1.746559070312199e-05,1.7518849588733052e-05,1.745673018915374e-05,1.743182640091079e-05,1.7431407225044904e-05,1.7445241927182402e-05,1.743814933069536e-05,1.741600778241959e-05,1.7452926115629607e-05,1.7456709368450695e-05,1.7452116617681737e-05,1.7453625803559093e-05,1.7454154676338282e-05,1.744351193237826e-05,1.742268606499362e-05,1.745458613716919e-05,1.7410480945343464e-05,1.744039814725156e-05,1.743188511264932e-05,1.7441286531877273e-05,1.744318675693184e-05,1.744919353300458e-05,1.744584283406554e-05,1.742395177160736e-05,1.7434693412847902e-05,1.7436926100287996e-05,1.7412984032004774e-05,1.745798664137746e-05,1.7426205288813078e-05,1.743948613914577e-05,1.744136370703482e-05,1.74368833862306e-05,1.746338204289686e-05,1.7394441227408613e-05,1.743614645880893e-05,1.7448805737903003e-05,1.7447746481454345e-05,1.741767909662081e-05,1.7451156288529288e-05,1.7440924499913526e-05,1.742641911605132e-05,1.7410125381539987e-05,1.7434675386701785e-05,1.7437234623786202e-05,1.7421882877019886e-05,1.7432165174093287e-05,1.7452976884726843e-05,1.7448214285433998e-05,1.7440500217473453e-05,1.7396351184846022e-05,1.7417277564903746e-05,1.7457001729243375e-05,1.7435908728092078e-05,1.747566750603575e-05,1.7411702744667274e-05,1.7538390961676923e-05,1.7440710568273304e-05,1.7454507727102406e-05,1.743297293848176e-05,1.7447080942969562e-05,1.7419845926589394e-05,1.7455888967671988e-05,1.7441015670447434e-05,1.743026435488716e-05,1.742867715077083e-05,1.745584262689561e-05,1.742440794439892e-05,1.745225249695423e-05,,,,,,,,,,,,,,,,,,,,,,,,
2017,8.466307327673567e-06,8.506956771439046e-06,8.475338885413505e-06,8.434896058297858e-06,8.487397651086535e-06,8.498806569396205e-06,8.496812481809968e-06,8.45945055287533e-06,8.436356157120552e-06,8.421705087826081e-06,8.444310027317235e-06,8.406508516108166e-06,8.634070885701467e-06,8.473354827971606e-06,8.438068160010984e-06,8.493694475923105e-06,8.476163995594096e-06,8.506706311583691e-06,8.438958135314923e-06,8.457939966097391e-06,8.443195954655263e-06,8.50337420991505e-06,8.505673539833718e-06,8.443681950841695e-06,8.440678912619596e-06,-9.643121700715588e-23,8.489344427266646e-06,8.459600747041322e-06,8.445600272761185e-06,8.486067931948105e-06,8.438281573563947e-06,8.470819017255036e-06,8.416992581403182e-06,8.500721638431923e-06,8.462506281208022e-06,8.464623497332927e-06,8.44160463143909e-06,8.436299957107603e-06,8.469877232905972e-06,8.440671532910829e-06,8.442881784909489e-06,8.52494262999195e-06,8.470353713460835e-06,8.469688719401279e-06,8.530151836235269e-06,8.46699823559138e-06,8.457312272961143e-06,8.480539565690862e-06,8.480868174962984e-06,8.5122248476494e-06,8.410003412230545e-06,8.489571024640129e-06,8.511304266946106e-06,8.448159891756105e-06,8.52973035724215e-06,8.450444668898144e-06,8.482411308325223e-06,8.477324734586967e-06,8.453995101147539e-06,8.476222464431945e-06,8.483110936107543e-06,8.494094160924362e-06,8.485868108861468e-06,8.439028383009513e-06,8.448244130984621e-06,8.432700458531887e-06,8.494788223284964e-06,8.444358847433714e-06,8.469814831061104e-06,8.46362443975206e-06,8.440922531578707e-06,8.499787898100754e-06,8.479666426718251e-06,8.43076192216368e-06,8.445558576617494e-06,8.513932739470865e-06,8.450056144341277e-06,8.502066939855756e-06,8.49497480538124e-06,8.465679736569497e-06,8.470884915539707e-06,8.441723433262732e-06,8.38810718790148e-06,8.501396238681342e-06,8.48540863291479e-06,8.475960896083242e-06,8.4918305127821e-06,8.477387133561237e-06,8.449965827778275e-06,8.4799226387092e-06,8.496182992246272e-06,8.419326121741783e-06,8.465357399415624e-06,8.441739156194752e-06,8.452907949093285e-06,8.482757177058094e-06,8.507758688550396e-06,8.520765246660816e-06,8.490685314204343e-06,8.493846453760609e-06,8.458224300716446e-06,8.457231729567847e-06,8.472342390791015e-06,8.461928101605579e-06,8.456362602212074e-06,8.449769405154736e-06,8.474919004179528e-06,8.458094817879848e-06,8.493794995931538e-06,8.497119541036365e-06,8.394373021016458e-06,8.505073540436338e-06,8.492951327749569e-06,8.482476168452203e-06,8.463056874786619e-06,8.487450950603509e-06,8.446269301961909e-06,8.478007004315899e-06,8.493930921654889e-06,8.44735217791373e-06,8.506933332589748e-06,8.498791809208599e-06,8.494984023532402e-06,8.513760983880156e-06,8.501203555761189e-06,8.370525267263778e-06,8.62913738204024e-06,8.421631642768252e-06,8.486486653585666e-06,8.440181955020999e-06,8.462427975052991e-06,8.475335255578867e-06,8.453542345634416e-06,8.469710679391597e-06,8.444342240479208e-06,8.460861320959045e-06,8.406296441656377e-06,8.435426218606932e-06,8.476025799994346e-06,8.456280111220541e-06,8.469195336127703e-06,8.487752102882096e-06,8.478646160151362e-06,8.486674396637093e-06,8.502599650074959e-06,8.452399819341051e-06,8.488118718750987e-06,8.715300000570654e-06,8.532738834671851e-06,8.477341059538615e-06,8.574335522484572e-06,8.496388372035626e-06,8.687805639788458e-06,8.485121168127477e-06,8.412226239403605e-06,8.427810153125993e-06,8.478578275692116e-06,8.702295211779976e-06,8.487053529592146e-06,8.447196070471796e-06,8.44611424916434e-06,8.433805276651593e-06,8.444640259651575e-06,8.357704699808242e-06,8.451821187568297e-06,8.456402730649988e-06,8.443682779884149e-06,8.450456860147773e-06,8.453484183915894e-06,8.458950041883128e-06,8.375736535839489e-06,8.412982275472343e-06,8.457297728203848e-06,8.475675929390278e-06,8.47461446638499e-06,8.455486258829234e-06,8.472392230641561e-06,8.525350896024314e-06,8.47945912377148e-06,8.499335361063414e-06,8.478767682511572e-06,8.5083719491898e-06,8.473945560983807e-06,8.47837893922297e-06,8.474940429195616e-06,8.458003984008957e-06,8.451925202203127e-06,8.481051477048926e-06,8.450269656627645e-06,8.446634095027889e-06,8.447222242679367e-06,8.449536260335898e-06,8.447743485069985e-06,8.470435260975086e-06,8.461079428043958e-06,8.44855530832249e-06,8.486827074301129e-06,8.466703518417633e-06,8.48642282598242e-06,8.480899702689305e-06,8.444825143547378e-06,8.498150744081038e-06,8.452374997503869e-06,8.443975256990834e-06,8.469341682937601e-06,8.477532841487806e-06,8.518032868926111e-06,8.514314024957655e-06,8.465927334654078e-06,8.489814979434832e-06,8.461843147566887e-06,8.498832527044008e-06,8.474564538191645e-06,8.464823418613122e-06,8.470083623135389e-06,8.464577837173408e-06,8.470109746293904e-06,8.502658486982304e-06,8.45699231242279e-06,8.487898904954441e-06,8.48472233601182e-06,8.468021491986182e-06,8.454715260670867e-06,8.506737616255857e-06,8.506702619002984e-06,8.478778208177121e-06,8.443933456500192e-06,8.4407936168044e-06,8.442768849947026e-06,8.48518655735619e-06,8.44973463148615e-06,8.5167725792926e-06,8.449449065696468e-06,8.486715967664898e-06,8.474760094092268e-06,8.477085774011458e-06,8.432427296601227e-06,8.522580636480412e-06,8.485925177782471e-06,8.477558588255356e-06,8.450792649474928e-06,8.492164455653952e-06,8.489340312209403e-06,8.445478183985396e-06,8.461954999844105e-06,8.483212874719573e-06,8.458245343955908e-06,8.477193391789035e-06,8.441245560591644e-06,8.49123966494333e-06,8.42888006025811e-06,8.480017488110381e-06,8.464174986744496e-06,8.488325109544496e-06,8.449047775531317e-06,8.478400740775557e-06,8.438661096697118e-06,8.46271259696314e-06,8.481889812277162e-06,8.49433723973252e-06,8.469220362752996e-06,8.486938506713665e-06,8.496044177700782e-06,8.439882811309895e-06,8.483395459570376e-06,8.450334202037687e-06,8.494408615185706e-06,8.473525566999169e-06,8.44283859363813e-06,8.487755562494979e-06,8.430897303837865e-06,8.451886385592582e-06,8.438958964973217e-06,8.443250199531237e-06,8.497551098419973e-06,8.488197819678038e-06,8.51946283063364e-06,8.460108645780103e-06,8.45524336400627e-06,8.446706478515827e-06,8.447711761029703e-06,8.515354489244383e-06,8.48146156928406e-06,8.472322823107706e-06,8.435224150578044e-06,8.482387778644349e-06,8.477968897387406e-06,8.46394679754725e-06,8.464544885962846e-06,8.46934142815529e-06,8.444759613096439e-06,8.436116252356488e-06,8.461533070410378e-06,8.493864090854407e-06,8.738322796592343e-06,8.485908058799185e-06,8.46011220612274e-06,8.469194869762374e-06,8.489379966946719e-06,8.49241391369855e-06,8.422082791740143e-06,8.496686276094695e-06,8.430392198704747e-06,8.487802216039454e-06,8.471778543546826e-06,8.461390430858648e-06,8.48142377205452e-06,8.483995934445006e-06,8.460972711412235e-06,7.738968612468593e-06,8.404105223212233e-06,8.494879625676641e-06,8.453670488537153e-06,8.460656474660806e-06,8.645675860436403e-06,8.500371138611399e-06,8.486982013532846e-06,8.434008952818629e-06,8.481520477970034e-06,8.431603136898514e-06,8.488396606428084e-06,8.480535142171304e-06,8.51015610134796e-06,8.456649050120356e-06,8.41340867213344e-06,8.500866930341777e-06,8.47532900350266e-06,8.466018771524035e-06,8.491432217607259e-06,8.505686978335598e-06,8.47171659995187e-06,8.462602972243773e-06,8.424003149081278e-06,8.536035738009714e-06,8.475094349483188e-06,8.454419722829584e-06,8.518678513609976e-06,8.419926680582013e-06,8.453181881147095e-06,8.542318072893191e-06,8.453193370853282e-06,8.478354730491025e-06,8.426010976647351e-06,8.464789747555826e-06,8.443302302745105e-06,8.483600871864199e-06,8.433709409479762e-06,8.48760351421285e-06,8.422464248880888e-06,8.493516823981264e-06,8.454591646355959e-06,8.510110488883316e-06,8.47318325854034e-06,8.507338004979805e-06,8.457756529098816e-06,8.443239756939803e-06,8.434860225663721e-06,8.487839037621528e-06,8.50052948697281e-06,8.436115763244832e-06,8.44819693108725e-06,8.4467323389161e-06,8.447959133233123e-06,8.442999776253418e-06,8.447550969483174e-06,8.510429961953033e-06,8.483936021437168e-06,8.475271873289943e-06,8.48638490064412e-06,8.46421722209027e-06,8.259835562408165e-06,8.47207216944851e-06,8.437082143483947e-06,8.574903260828178e-06,8.440383285883723e-06,8.458477826092611e-06,8.479971904503398e-06,8.494774928658913e-06,8.439437279379232e-06,8.458300337772182e-06,8.437059360118562e-06,8.487550184015532e-06,8.483920544282047e-06,8.482494390873183e-06,8.43025599650102e-06,8.453043678109346e-06,8.444909311211237e-06,8.47861241353344e-06,8.465693624137798e-06,8.494565604167694e-06,8.48004728532785e-06,8.460920228029808e-06,8.477430660719846e-06,8.45710466169567e-06,8.4433467081035e-06,8.49321734814316e-06,8.441371421128026e-06,8.479227564976962e-06,8.452452025487265e-06,8.497791954284963e-06,8.456518752912344e-06,8.486427375094588e-06,8.4922619516474e-06,8.455520752489371e-06,8.454895349149313e-06,8.46979015264417e-06,8.478852041910448e-06,8.474145747882708e-06,8.468022627524706e-06,8.504068432740382e-06,8.45967285693914e-06,8.486288687719268e-06,8.45865568138083e-06,8.480808663343523e-06,8.431567007976522e-06,8.417982059102953e-06,8.463840932341838e-06,8.487514130273411e-06,8.451888766153774e-06,8.472397614758694e-06,8.472322037309652e-06,8.436323885641822e-06,8.486194277585338e-06,8.425003830608395e-06,8.378399561280272e-06,8.502183204568428e-06,8.505353327075633e-06,8.492687905186594e-06,8.490275103591029e-06,8.486844545155787e-06,8.434412089260665e-06,8.461229129181063e-06,8.367522006179755e-06,8.499849072936544e-06,8.490720263313325e-06,8.481383076430082e-06,8.49747193481847e-06,8.493488546117679e-06,8.447007537798087e-06,8.471681861414512e-06,8.448957111910395e-06,8.485726448299685e-06,8.431206073792145e-06,8.44446391203525e-06,8.471737364742115e-06,8.490395002667568e-06,8.445683042202632e-06,8.478026978809128e-06,8.469387459198988e-06,8.479564919807715e-06,8.468125328561617e-06,8.354733394539656e-06,8.465030878240416e-06,8.494630451740964e-06,,,,,,,,,,,,,,,,,,,,
