year,A,AAL,AAPL,ACN,ADBE,ADM,ADP,ADSK,AEE,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AME,AMP,AMT,ANET,AON,AOS,APD,APH,APO,APTV,ARE,AVB,AVY,AWK,AXON,AZO,BBWI,BBY,BDX,BEN,BF-B,BIIB,BK,BKNG,BR,BRK-B,BSX,BWA,BX,BXP,CAG,CAH,CAT,CB,CBOE,CCL,CDNS,CDW,CFG,CHD,CHRW,CHTR,CINF,CL,CLX,CMA,CMCSA,CME,CMI,CMS,CNC,CNP,COO,COR,COST,CPB,CPRT,CPT,CRL,CSCO,CSGP,CSX,CTAS,CTSH,DAL,DD,DE,DECK,DG,DGX,DHI,DIS,DLR,DLTR,DOV,DPZ,DTE,DVA,DXCM,EA,EBAY,ECL,EFX,EG,EIX,EL,ELV,EME,EMN,EMR,EPAM,EQIX,ERJ,ES,ESS,ETN,ETR,ETSY,EVRG,EW,EXPD,EXPE,EXR,FAST,FDS,FDX,FE,FFIV,FI,FICO,FIS,FITB,FMC,FRT,FSLR,FTNT,GE,GEN,GIS,GL,GLW,GNRC,GPC,GPN,GRMN,GWW,HAS,HBAN,HCA,HD,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUBB,HUM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTU,IP,IPG,IQV,IRM,ISRG,IT,ITW,IVZ,J,JBL,JCI,JKHY,K,KDP,KHC,KLAC,KMB,KMX,KO,KR,L,LDOS,LEN,LH,LIN,LKQ,LLY,LNT,LOW,LRCX,LULU,LUV,LVS,LYB,LYV,MA,MAA,MAR,MAS,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MOH,MPWR,MRK,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NI,NOW,NRG,NSC,NTAP,NTRS,NVR,NWS,NWSA,NXPI,O,ODFL,OMC,ON,ORLY,PANW,PAYC,PAYX,PCAR,PCG,PEG,PEP,PFG,PG,PGR,PH,PHM,PKG,PLD,PNR,PNW,PODD,PPG,PPL,PRU,PTC,PWR,PYPL,QRVO,RCL,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RVTY,SHW,SJM,SMCI,SNA,SNPS,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,T,TAP,TDG,TDY,TECH,TEL,TER,TFX,TGT,TJX,TKO,TMUS,TPR,TRMB,TROW,TRV,TSCO,TT,TTWO,UAL,UDR,UHS,ULTA,UNP,UPS,URI,V,VEEV,VMC,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBD,WCN,WDC,WEC,WELL,WM,WMT,WRB,WST,WY,WYNN,XRAY,XYL,ZBH,ZBRA,ZTS,FTV,LW,VST,INVH,IR,MRNA,CRWD,DOW,FOX,FOXA,UBER,ABNB,CARR,DASH,OTIS,PLTR,APP,COIN,HOOD,CEG,GEHC,KVUE,VLTO
2016,2.22553054974629e-05,2.2264872575150256e-05,2.2286852083937147e-05,2.224607465700596e-05,2.224506963609138e-05,2.226179333557524e-05,2.2274642015927235e-05,2.2212520440034046e-05,2.2258327879198973e-05,2.223105906731433e-05,2.227116455372158e-05,2.2263527971391463e-05,2.2275617624008797e-05,2.226619308321179e-05,2.2262021798393123e-05,2.22305119326484e-05,2.2236434366191773e-05,2.2258165217849048e-05,2.231564999025813e-05,2.2265071901357163e-05,2.2263889376507164e-05,-0.0,2.2264698813440913e-05,2.2203113451381184e-05,2.2266910780485725e-05,2.226527992343478e-05,2.2273391334735357e-05,2.2231932803461143e-05,2.225594961748001e-05,2.2279015916797555e-05,2.2268560461543763e-05,2.222311236687822e-05,2.226133815624742e-05,2.227629282846004e-05,2.2247104672699347e-05,2.2291482563078605e-05,2.2269879734991038e-05,2.2274838151911588e-05,2.2272391145930352e-05,2.228325471961586e-05,2.2274084755031952e-05,2.222961506047763e-05,2.2262419721856003e-05,2.22734870792324e-05,2.2260609368116395e-05,2.2233249863387117e-05,2.2282951586023467e-05,2.2273895060288556e-05,2.2245706478105568e-05,2.2193340061415807e-05,2.220653434654163e-05,2.2248892367434342e-05,2.2249852269980955e-05,2.226028642704235e-05,2.2256625789364706e-05,2.228172938066381e-05,2.239719340338065e-05,2.2270134788318807e-05,2.2253102759422833e-05,2.224924824906457e-05,2.2251286961358258e-05,2.2317031111938946e-05,2.2346882628092452e-05,2.225350031956974e-05,2.22835820125037e-05,2.2278103781595292e-05,2.2468053847070546e-05,2.2269656715953478e-05,2.2272575875611777e-05,2.2306482750380096e-05,2.2269051177766255e-05,2.2464027631733104e-05,2.227254192363758e-05,2.2278672589612276e-05,2.2282283367809955e-05,2.2308485561741338e-05,2.2286500675040052e-05,2.230409937500968e-05,2.2264622916384207e-05,2.2251042285669575e-05,2.2254260234514548e-05,2.2270837538495553e-05,2.224604008424313e-05,2.2265358524621783e-05,2.2282015963483252e-05,2.2275815556286983e-05,2.224412035115605e-05,2.2276758835680454e-05,2.2276376049061195e-05,2.2267130229939512e-05,2.2268619012856948e-05,2.2275315193660884e-05,2.2263242720550517e-05,2.2271913396441873e-05,2.226953040198024e-05,2.2287699498948953e-05,2.2268145948200036e-05,2.22851501490449e-05,2.2262755489091945e-05,2.2284487157356005e-05,2.2256712865139875e-05,2.226387391278098e-05,2.225318079449387e-05,2.224781869471838e-05,2.2276757231001354e-05,2.2312943889257904e-05,2.240886524005243e-05,2.2276323105284168e-05,2.2252745311866832e-05,2.2270324343414064e-05,2.2260893945694962e-05,2.2255614406885692e-05,2.2256566923999717e-05,2.223688593412476e-05,2.2268865072399498e-05,2.2317753333426446e-05,2.2273527229338456e-05,2.2268542304070202e-05,2.231850463308493e-05,2.2204849412931877e-05,2.1937150646590583e-05,2.2269889588993326e-05,2.2303840278239502e-05,2.226939396058585e-05,2.2287452113202082e-05,2.22570336834314e-05,2.2248277668649298e-05,2.2272572482023354e-05,2.2239000470719128e-05,2.226654257675805e-05,2.226156207346991e-05,2.2244726121887077e-05,2.225874209263543e-05,2.2263180344298482e-05,2.2265916919093957e-05,2.225319723498654e-05,2.224986564953394e-05,2.22445294970754e-05,2.2280542000283996e-05,2.227847957231761e-05,2.2286906435131072e-05,2.2259130430405562e-05,2.2263427486660054e-05,2.223491024168016e-05,2.2266036825101047e-05,2.226200092287468e-05,2.226795219316097e-05,2.227236670465715e-05,2.22806380708306e-05,2.2256914944325925e-05,2.2269179158675098e-05,2.2284414080624168e-05,2.225898481915297e-05,2.2277539695615333e-05,2.2251653685532198e-05,2.226326459788354e-05,2.228093627358714e-05,2.2256771898188e-05,2.2253105783714327e-05,2.2285579524304177e-05,2.228679439766173e-05,2.224728417272077e-05,2.230142624956684e-05,2.2266781121577752e-05,2.2276987901766276e-05,2.2284248575304406e-05,2.2265182225356174e-05,2.224367874715969e-05,2.2257422891261435e-05,2.2254500888930285e-05,2.2257323222545334e-05,2.2203311147601473e-05,2.2247223033804494e-05,2.2263250288545325e-05,2.2251497530403524e-05,2.2255355491927988e-05,2.2238146565780132e-05,2.2272221690243002e-05,2.227240458879324e-05,2.2277539329125803e-05,2.2247556062833687e-05,2.22615843463444e-05,2.2241559200672705e-05,2.2280538817236133e-05,2.2284800994010342e-05,2.229696829403398e-05,2.230791225055262e-05,2.2286365264847123e-05,2.227963806365125e-05,2.2309401306914297e-05,2.226670010591442e-05,2.231248237307843e-05,2.230573993112779e-05,2.2278756441425414e-05,2.225088030914446e-05,2.223302836175323e-05,2.2255614541097134e-05,2.2283056116728675e-05,2.2237517209847996e-05,2.2291195307225668e-05,2.2253636351821845e-05,2.227371275872708e-05,2.2240832972580072e-05,2.2276740764308246e-05,2.227233975154634e-05,2.2238606411073364e-05,2.224747415959662e-05,2.2263778949457342e-05,2.225607940656904e-05,2.2292802366219895e-05,2.2269477937024212e-05,2.2234874495241582e-05,2.227233204809637e-05,2.2274271541062748e-05,2.226367876607163e-05,2.224948091779355e-05,2.2280429795175012e-05,2.2247338571670278e-05,2.2254162719103952e-05,2.223705574459031e-05,2.2305582368390973e-05,2.2286745874885262e-05,2.2263763473426386e-05,2.2273719690988365e-05,2.226798662250977e-05,2.2249830440146553e-05,2.227403184492105e-05,2.2259789753821874e-05,2.226896460037507e-05,2.2247168960951518e-05,2.2262659773558965e-05,2.227355699251767e-05,2.226807709821535e-05,2.224663786145607e-05,2.2253252271706886e-05,2.2252608419870335e-05,2.224572854361809e-05,2.2269037770649164e-05,2.223386421222274e-05,2.231931950770267e-05,2.2212563640184927e-05,2.2256729460826346e-05,2.2261383459085552e-05,2.2246851395695647e-05,2.2240208636929243e-05,2.2264679206231265e-05,2.2254218311599644e-05,2.224624597204097e-05,2.2262939297447884e-05,2.227285795703538e-05,2.226770179538162e-05,2.2247727604845866e-05,2.220475953689691e-05,2.226900988862825e-05,2.226359851098683e-05,2.221871859331854e-05,2.226878866088024e-05,2.2246872176212013e-05,2.225917485747904e-05,2.2314180544830388e-05,2.2291755238661178e-05,2.2257958472605947e-05,2.2286119839584636e-05,2.2284372331470907e-05,2.2261051432308962e-05,2.2239585167842657e-05,2.2257561943310227e-05,2.2245839490784754e-05,2.2234177726015732e-05,2.229315493980498e-05,2.2224449594998752e-05,2.224888464365413e-05,2.2276883769166096e-05,2.2265896976282137e-05,2.224289872397449e-05,2.2262734121878418e-05,2.225262773650638e-05,2.22646574484353e-05,2.2214548264120523e-05,2.225682752260446e-05,2.2260677379391582e-05,2.224483533482568e-05,2.2239135478534822e-05,2.225621009370223e-05,2.2261025526934268e-05,2.2271979420946036e-05,2.226940817842592e-05,2.228496590488602e-05,2.226944389701834e-05,2.2276261731441284e-05,2.2314588404541437e-05,2.2267704506125172e-05,2.2264785401424228e-05,2.230383219216787e-05,2.2256725297156846e-05,2.2250121138503283e-05,2.224982153423788e-05,2.226828348462448e-05,2.2241834603963647e-05,2.22962534752162e-05,2.2255253508224168e-05,2.2267100498148698e-05,2.22561044459782e-05,2.225482393785145e-05,2.2252655313774392e-05,2.2244953121142187e-05,2.22368316275906e-05,2.226400925936868e-05,2.227771736754718e-05,2.2290590999340478e-05,2.225137154749982e-05,2.2233616490733336e-05,2.227618244814247e-05,2.2262195466490468e-05,2.2238040599144326e-05,2.2285751211341167e-05,2.230202656054608e-05,2.2287080945104266e-05,2.2269679110635717e-05,2.225983006825297e-05,2.2269368614898116e-05,2.2240968540580874e-05,2.226288542018006e-05,2.2264038604682695e-05,2.2281413096509144e-05,2.2237177704685027e-05,2.224734920930321e-05,2.2228916372880973e-05,2.2253627244812234e-05,2.2252419710632104e-05,2.225713118742342e-05,2.2264712816361627e-05,2.2297251949227713e-05,2.2267355140869636e-05,2.2265396429922327e-05,2.225640971398158e-05,2.2266864506961508e-05,2.2276990596474123e-05,2.2250222982531198e-05,2.2260180026668994e-05,2.2280792242533644e-05,2.2257379287198542e-05,2.2313423902651545e-05,2.2264586795134068e-05,2.2272704679504445e-05,2.2240931908940597e-05,2.231266362534291e-05,2.2274530537719948e-05,2.244002343857336e-05,2.229471636007815e-05,2.2288574578814446e-05,2.2276190046164964e-05,2.2278011630468594e-05,2.228271189895451e-05,2.2230532044126775e-05,2.2257493575288883e-05,2.2280492439866408e-05,2.2254958177432787e-05,2.2279790359541375e-05,2.226632940907284e-05,2.228320214041466e-05,,,,,,,,,,,,,,,,,,,,,,,
2017,1.0956439743548332e-05,1.0974844188638553e-05,1.100744707039339e-05,1.1017891943532282e-05,1.10201117765013e-05,1.0953399474088559e-05,1.0938934575370837e-05,1.089987128513892e-05,1.086557599104185e-05,1.0968554955325008e-05,1.0946609219216918e-05,1.1009725906036994e-05,1.0969132690326652e-05,1.1022165632856088e-05,1.095248890485863e-05,1.0952226139732999e-05,1.0932567321840427e-05,1.0998502283270195e-05,1.1015132417624948e-05,1.096545956968638e-05,1.1045986277829294e-05,-1.4002766471232647e-22,1.0984081599926254e-05,1.0976695974205289e-05,1.087230225382867e-05,1.0916151530637981e-05,1.1001570800982286e-05,1.0996038387220858e-05,1.0957693002873753e-05,1.0943153143825842e-05,1.0976314559406747e-05,1.0953665953199905e-05,1.0913866951081247e-05,1.1029749117636886e-05,1.0975132483442185e-05,1.1077613658938633e-05,1.0992138612755521e-05,1.0998046471964454e-05,1.107941513472228e-05,1.0916274049587077e-05,1.1045630058208377e-05,1.0964974852444532e-05,1.1011908016765285e-05,1.0978058720407105e-05,1.1002888341868543e-05,1.0992880960682793e-05,1.1023346550697452e-05,1.1027683446647739e-05,1.102495987829049e-05,1.096040716684242e-05,1.0957208383090535e-05,1.094485828223765e-05,1.0998529519118027e-05,1.0989957014139657e-05,1.0981751275680008e-05,1.0954475918403186e-05,1.1015556622725226e-05,1.0970211709367636e-05,1.0961773351733698e-05,1.0986872366747346e-05,1.0975818526026076e-05,1.0960927514341546e-05,1.1008887722705602e-05,1.100370828163729e-05,1.0947339982079204e-05,1.081428116352385e-05,1.0983332250665451e-05,1.1003216620799585e-05,1.1015637765725971e-05,1.100919515418333e-05,1.0964172302850465e-05,1.1056672333229808e-05,1.0987621319754484e-05,1.0928393681208966e-05,1.1019182660042694e-05,1.0990621545007426e-05,1.1041993766786728e-05,1.1017782873569031e-05,1.1001904575387555e-05,1.0983394008123889e-05,1.0984274676356211e-05,1.1008796951038887e-05,1.0983981758659677e-05,1.0973230693025929e-05,1.09391563780456e-05,1.0989451434329989e-05,1.0971027822618596e-05,1.1011565092632472e-05,1.1001349190267335e-05,1.0999295319774082e-05,1.0957425789871447e-05,1.0945327583777601e-05,1.1007627331276666e-05,1.0926289851386906e-05,1.1042469608330323e-05,1.0956678011315311e-05,1.0995868342118063e-05,1.0988816843824335e-05,1.0870371285437036e-05,1.0954235206587797e-05,1.10651315606505e-05,1.0963301060254288e-05,1.0987235562999306e-05,1.0980143867552577e-05,1.0971305723128126e-05,1.0991045080074687e-05,1.1018895778411305e-05,1.0946221391891383e-05,1.0985674359204175e-05,1.1016835380993904e-05,1.0970764785524103e-05,1.099867500635984e-05,1.0988538220302643e-05,1.1048459862750703e-05,1.102138610767644e-05,1.1322477840941409e-05,1.1039731661096112e-05,1.0995158826749076e-05,1.1095830323067324e-05,1.0996258310503266e-05,1.12855456818663e-05,1.0983440891475672e-05,1.0960211137683876e-05,1.100332102535679e-05,1.1318487196072428e-05,1.0948817837146525e-05,1.098722720126618e-05,1.095265143546683e-05,1.0845706667080062e-05,1.0948601766831944e-05,1.0936695444121195e-05,1.0970132189340662e-05,1.0958376869439077e-05,1.0963414011670189e-05,1.096354805973455e-05,1.088149402755213e-05,1.0966560520596537e-05,1.1005667915884256e-05,1.098780424166316e-05,1.0942428723333947e-05,1.1031936538338885e-05,1.0988542073759304e-05,1.1022410529895877e-05,1.1010284899237846e-05,1.0948905129311128e-05,1.0969032289800097e-05,1.0960800465127879e-05,1.097224329893323e-05,1.0967328716835148e-05,1.0947249192123869e-05,1.0961251707071544e-05,1.0974733110913271e-05,1.0975270877098527e-05,1.0964753384098542e-05,1.0986840640579502e-05,1.095613710450021e-05,1.1012531983414311e-05,1.1017650964660017e-05,1.0968401118563362e-05,1.0987935353824482e-05,1.0990702562892237e-05,1.0951711510875275e-05,1.0996672369349876e-05,1.0985422636900768e-05,1.1040546721067679e-05,1.105174638571484e-05,1.0981366132684182e-05,1.0996468624969856e-05,1.097756677727248e-05,1.1013166201215841e-05,1.0963876592703888e-05,1.0988441312023882e-05,1.095123339508996e-05,1.0959557459883569e-05,1.0972836758170697e-05,1.0977656531630083e-05,1.1009225374680179e-05,1.1003836188933704e-05,1.099566446188082e-05,1.0955402170864991e-05,1.1062477900314022e-05,1.1025734612416625e-05,1.1018335323371404e-05,1.0947380483809644e-05,1.0974484052024197e-05,1.1005474476968737e-05,1.103139543768931e-05,1.0946741272877402e-05,1.1020531418711183e-05,1.0969115439192349e-05,1.0974196680337305e-05,1.1256346355314894e-05,1.1001686871216112e-05,1.0996132931889749e-05,1.0953117239408184e-05,1.1011523650162982e-05,1.0985196396690298e-05,1.0980419410029845e-05,1.0973764797394451e-05,1.0959988122858565e-05,1.0925147601931533e-05,1.0971779626973138e-05,1.1009279884040383e-05,1.097482499914775e-05,1.1009164895325824e-05,1.0997132396196992e-05,1.0975643479785987e-05,1.1004788662611802e-05,1.0962145243743098e-05,1.0941457448826027e-05,1.100381673284849e-05,1.1022849802419434e-05,1.1011348496043909e-05,1.0987413343933442e-05,1.0950126158453118e-05,1.0967022273009453e-05,1.095382116973288e-05,1.1005297804782181e-05,1.0952835661689462e-05,1.098898753686199e-05,1.1021969021360427e-05,1.0977680627919844e-05,1.0957346001578553e-05,1.0954159273717833e-05,1.0993634676234204e-05,1.0974734662348314e-05,1.0962915633463018e-05,1.0973639794306657e-05,1.1050088040312412e-05,1.099766105797317e-05,1.0960990199512863e-05,1.1009127965036754e-05,1.0987449946543093e-05,1.098372252188023e-05,1.0998832141942744e-05,1.0983941221335846e-05,1.0978349689202888e-05,1.0942786719043084e-05,1.0977408708298801e-05,1.092574718336409e-05,1.1000471700989632e-05,1.0941271948814997e-05,1.102827713536028e-05,1.098680556956066e-05,1.1003409927137343e-05,1.097119245959351e-05,1.0993369843867896e-05,1.0968585544005868e-05,1.0295408362177507e-05,1.0903162393834068e-05,1.0975447666223284e-05,1.0985819048279893e-05,1.1054637208802667e-05,1.0922084664460052e-05,1.0974079493081428e-05,1.0948112988372242e-05,1.098229099468265e-05,1.1017518988302822e-05,1.108646849839221e-05,1.0967439312390006e-05,1.0874871337653656e-05,1.0992129112053288e-05,1.0951433496832652e-05,1.0981010609999277e-05,1.1018030066636579e-05,1.1007175299281979e-05,1.0952227958160957e-05,1.0918888715675552e-05,1.0967074350778611e-05,1.1016500610226312e-05,1.099332300827867e-05,1.0986221409459068e-05,1.1037500611674967e-05,1.0961344108486553e-05,1.096799483014594e-05,1.095115854819207e-05,1.0942538027198331e-05,1.0997272517308665e-05,1.0998523338014306e-05,1.0884546755031393e-05,1.100434476018123e-05,1.0964564203758529e-05,1.0942522526155489e-05,1.0976177473659076e-05,1.0995847465296829e-05,1.0987569233477601e-05,1.0949699342535889e-05,1.0991762245349598e-05,1.0993378998168255e-05,1.1017498531319762e-05,1.0953834696637761e-05,1.0965123647875209e-05,1.097067300224672e-05,1.1007317576658633e-05,1.0960873994438201e-05,1.10078211121614e-05,1.098319328987503e-05,1.0973767929073468e-05,1.0977745064884179e-05,1.1098812326007385e-05,1.0948088475843704e-05,1.0991383726877825e-05,1.096944646220441e-05,1.0975398727492273e-05,1.0986074310914697e-05,1.0975707343450178e-05,1.1061933258597216e-05,1.1006852178040744e-05,1.1008606004814825e-05,1.0947033312273811e-05,1.096420923467298e-05,1.0977307748290798e-05,1.0976335408299248e-05,1.0995601940271283e-05,1.1017275038179209e-05,1.0940085745463769e-05,1.0941438002795104e-05,1.0969523076692942e-05,1.0956628506061892e-05,1.0984594365797352e-05,1.0998227221958233e-05,1.1015283952263872e-05,1.0956146913955952e-05,1.1018903234838243e-05,1.100877867769528e-05,1.0961910451614376e-05,1.1004575578307287e-05,1.1042143958980985e-05,1.1015639059867903e-05,1.0975243121157223e-05,1.0997010933487534e-05,1.0988324931497738e-05,1.0952605601575816e-05,1.0972294230710745e-05,1.1020014721624496e-05,1.1042981000020807e-05,1.0974635500988447e-05,1.0951567106372988e-05,1.1024707434454097e-05,1.0929034026975573e-05,1.0843977116248281e-05,1.1054372761053437e-05,1.1024228588704943e-05,1.0999630865897656e-05,1.0971758654484251e-05,1.1004609513280286e-05,1.0962888713289284e-05,1.0976377460692046e-05,1.084787442405322e-05,1.1007719690548511e-05,1.0977265513355622e-05,1.100447517822505e-05,1.0968233259549797e-05,1.10122702012307e-05,1.0969088080495566e-05,1.0992814048037406e-05,1.1010218224184665e-05,1.1016703112794308e-05,1.0981590210476418e-05,1.095904967165648e-05,1.1019602070663995e-05,1.099806557515221e-05,1.0973110937097548e-05,1.1023261974536422e-05,,,,,,,,,,,,,,,,,,,,
