Date,AGG
2016-01-05,0.00046340148319856667
2016-01-06,0.0037952717850289197
2016-01-07,-9.237903310310713e-05
2016-01-08,0.00221362450953011
2016-01-11,-0.0028530107821683748
2016-01-12,0.00221477881233878
2016-01-13,0.0023030452109840116
2016-01-14,-0.00036784932774325263
2016-01-15,0.0011950112745122698
2016-01-19,-0.0010101324334859108
2016-01-20,0.0008275158404942307
2016-01-21,-0.0013771070593666668
2016-01-22,0.0007354149348524075
2016-01-25,-0.0005514534856035924
2016-01-26,0.0012868544768700474
2016-01-27,0.00018392689409241214
2016-01-28,0.0008255975495561341
2016-01-29,0.0029352913155507032
2016-02-01,-0.0012100553448106677
2016-02-02,0.0030282558427205952
2016-02-03,-9.152687664892856e-05
2016-02-04,0.0010060688965660702
2016-02-05,-0.0009136144828665316
2016-02-08,0.0038416723325078728
2016-02-09,-9.09953403860353e-05
2016-02-10,0.002461176622438721
2016-02-11,0.0006360038775079513
2016-02-12,-0.002725831468507134
2016-02-16,-0.002459373849561075
2016-02-17,-0.0005478043047917325
2016-02-18,0.00301489315778114
2016-02-19,0.00018239397115893397
2016-02-22,0.00027295221968226535
2016-02-23,0.0001821298139079719
2016-02-24,0.0003643743979537817
2016-02-25,0.0025484245008648987
2016-02-26,-0.0018154955269902295
2016-02-29,0.0011817480572839933
2016-03-01,-0.0029943839039758835
2016-03-02,-0.0010954569933225855
2016-03-03,0.001188280878066994
2016-03-04,-0.001552019659700976
2016-03-07,-0.00027442366040142385
2016-03-08,0.002469129302639983
2016-03-09,-0.00045582817613942783
2016-03-10,0.00045603605022059845
2016-03-11,-0.0018243087534132174
2016-03-14,0.0005484652407659052
2016-03-15,-0.0009135472087941077
2016-03-16,0.004297489041656943
2016-03-17,0.002093556465302404
2016-03-18,0.0008178551761530706
2016-03-21,-0.0021787444388273736
2016-03-22,-0.0006363956744959154
2016-03-23,0.002184169370977429
2016-03-24,8.997478091643529e-05
2016-03-28,0.0007273058357999407
2016-03-29,0.0029952086570448344
2016-03-30,-0.00036221363635102755
2016-03-31,0.00316811436909048
2016-04-01,-0.0008860295362285164
2016-04-04,0.0009955494297104739
2016-04-05,0.0013551833097440458
2016-04-06,-0.0001803809875398077
2016-04-07,0.0021672879767575814
2016-04-08,-0.0009906194169438942
2016-04-11,0.0007210755434512439
2016-04-12,-0.0016220767421121218
2016-04-13,0.0004515821650619145
2016-04-14,-0.0017149695109579532
2016-04-15,0.0028019207491749576
2016-04-18,-8.999950982413463e-05
2016-04-19,-8.965043740749579e-05
2016-04-20,-0.0024347098320430804
2016-04-21,-0.0013549629681351982
2016-04-22,9.071637158886148e-05
2016-04-25,-0.0010862569006981904
2016-04-26,-0.0004525982314930177
2016-04-27,0.002990170652214408
2016-04-28,0.0019877726340391533
2016-04-29,-9.021871875847243e-05
2016-05-02,-0.0006776841105856635
2016-05-03,0.0018084427368183498
2016-05-04,0.00045124992749845383
2016-05-05,0.0025254851915055276
2016-05-06,-0.0015296233405949211
2016-05-09,0.0006311242913885629
2016-05-10,0.00044978090656444536
2016-05-11,0.0
2016-05-12,-0.0008997804443148238
2016-05-13,0.0018918731593302596
2016-05-16,-0.0017086827510717217
2016-05-17,-0.0013509548606317479
2016-05-18,-0.004149591137192599
2016-05-19,0.0006341141027423891
2016-05-20,0.000633443734720629
2016-05-23,-0.0001808693536470285
2016-05-24,-0.0005429746205664054
2016-05-25,0.00018144792941243715
2016-05-26,0.0015385818805513374
2016-05-27,-0.00018068951009819756
2016-05-31,0.0006327957102170156
2016-06-01,-0.0005611170534655097
2016-06-02,0.002535649641356441
2016-06-03,0.005419868661921345
2016-06-06,-0.001347441346579492
2016-06-07,0.0008996542372978755
2016-06-08,0.00035960919865063445
2016-06-09,0.0007189598527248542
2016-06-10,0.0013465052667973598
2016-06-13,0.0008073831132866527
2016-06-14,-0.0004479288859400299
2016-06-15,0.002151039849125569
2016-06-16,0.0006257347241374056
2016-06-17,-0.0007146151906142206
2016-06-20,-0.0027729348423870537
2016-06-21,-0.0007178229171849182
2016-06-22,0.0006286016032706065
2016-06-23,-0.0017049933846186027
2016-06-24,0.005392419166921014
2016-06-27,0.004021365782517661
2016-06-28,0.0012469708640698851
2016-06-29,-0.00071141665799479
2016-06-30,0.002045769246641571
2016-07-01,0.002153227839510663
2016-07-05,0.002663345907427228
2016-07-06,0.0018586050895414985
2016-07-07,-0.0007067928274454571
2016-07-08,0.001504129431086687
2016-07-11,-0.0026493209967973774
2016-07-12,-0.0030101501656637497
2016-07-13,0.0014207512426653857
2016-07-14,-0.0008868079951946939
2016-07-15,-0.0036389389282452944
2016-07-18,0.0001775882722951927
2016-07-19,0.0020491837434171156
2016-07-20,-0.0008885070315408639
2016-07-21,0.0008892971783369674
2016-07-22,0.0001775438230333659
2016-07-25,-0.001155493078070391
2016-07-26,0.0
2016-07-27,0.0029366353297621828
2016-07-28,-8.921027499653178e-05
2016-07-29,0.0026615171171866514
2016-08-01,-0.0023312954760579263
2016-08-02,-0.0029317172214123888
2016-08-03,0.001069301233327824
2016-08-04,0.0018690376617740423
2016-08-05,-0.003376091510179813
2016-08-08,0.0006238107429903383
2016-08-09,0.002583823828011589
2016-08-10,0.0011553862588891128
2016-08-11,-0.002662856593308116
2016-08-12,0.0024029084458718764
2016-08-15,-0.0017760598549455553
2016-08-16,-0.0006221935159128611
2016-08-17,0.0018685301683531996
2016-08-18,0.0014217978847796964
2016-08-19,-0.0022178872299843944
2016-08-22,0.001511393314783449
2016-08-23,0.00026619588106813197
2016-08-24,-0.0003546879627194244
