Date,ALI=F,BZ=F,CC=F,CL=F,CT=F,GC=F,GF=F,HE=F,HG=F,HO=F,KC=F,LE=F,NG=F,OJ=F,PA=F,PL=F,RB=F,SB=F,SI=F,TIO=F,ZC=F,ZS=F,ZW=F
2016-01-05,-0.005151420543240692,-0.021493901814082172,-0.020806658130601785,-0.021490672929854737,0.0011180273780837524,0.0030695273956511393,0.0008948181744035111,0.028186777594704893,0.008693613513849119,-0.0009765128911980447,-0.007263934744108358,0.002565445020322077,-0.003856067915990913,-0.01044568200727447,-0.014458120351050763,0.006114088886176816,-0.026342233653539937,-0.02672014462722372,0.009553446172482216,-0.006197905399328962,0.004267425320056972,0.003759398496240518,0.00654664484451728
2016-01-06,0.008630158481092165,-0.06013176103277118,-0.025498528931023223,-0.05560188857733117,-0.010848760399888357,0.012518545710656026,0.003278218279043177,-0.004500780982803265,-0.00383056515876401,-0.039633882471489135,-0.02479677277851866,-0.0018278194930076985,-0.024946273784303696,0.0066854110305254455,-0.05615770727715652,-0.016767908832184375,-0.07551524554627598,-0.010295101007007035,0.000573476232015091,-0.013672336617901348,0.0007082152974504652,0.009219245174301394,0.003252032520325132
2016-01-07,0.00046670815183569303,-0.014022773843279102,-0.006038242200603783,-0.02060643914586724,-0.00919354346490675,0.01447012217651622,-0.02673399721720293,-0.020961800409146303,-0.031242404382455735,-0.013972426882416289,-0.012505210822533308,-0.021973998418741147,0.05072783924508695,-0.03774910199281589,-0.02385900026574872,0.003090319525360652,-0.013599585876500564,0.022884876696260603,0.027083203080292106,0.00048639246797654856,-0.0007077140835102247,0.0014273479874393757,0.012425715829281536
2016-01-08,0.01041828642512832,-0.005925948531539382,0.018224772190347682,-0.003306300235589421,-0.0004883408619216212,-0.00893735016714281,-0.026857890910716664,0.005037770628111726,0.0004961188224690272,-0.012669007073688343,0.004643335296987239,-0.00486795675862961,0.03778333976589732,-0.04940056734097986,0.0012170509199100898,0.0007986663080514766,-0.015968635266912834,-0.019661014362917117,-0.02978723715661502,-0.0019445312966521744,0.011331444759206777,0.002850627137970463,0.02134471718249742
2016-01-11,-0.017236072637734634,-0.05961251998452288,-0.03811733510109383,-0.052774427263351575,0.0016286396031919281,-0.001184230980416534,0.00015677526113178075,-0.0025062274854775746,-0.02429954122897482,-0.03535783297192496,-0.03823531976267058,-0.004891769681914404,-0.030744327986050535,0.01566670001793513,-0.03910052283609433,-0.03659785255893255,-0.013035325253627605,-0.021438479861610515,-0.0038107887664186046,-0.014369219017407953,-0.014705882352941124,0.0017055144968731728,-0.019853709508881878
2016-01-12,-0.007516442217350483,-0.02187000454499133,-0.01447277739490005,-0.03088186303937246,0.0014634171152503317,-0.00994074273968304,0.004860515334628834,0.036850933581648704,-0.00736976983245774,-0.024435849566775136,-0.0008737306840325143,-0.004726791235772021,-0.05801333233561057,-0.006771963414726523,-0.009276816381460717,-0.00887573964497046,-0.025336953668288253,-0.0070670975612220355,-0.008300236370820002,-0.003459337420944286,0.014214641080312784,0.011066969353007883,0.026119402985074647
2016-01-13,0.009624487219943134,-0.017822460581050192,0.01118881118881121,0.0013140278408982908,0.008930008697807024,0.0017502067582830794,0.0034325964863026748,-0.004442673975766143,-0.0012800502180586593,-0.020907016395400713,0.0039353264857151515,0.003799391921051276,0.005316829457508554,-0.004924196185487673,0.035433058337413614,0.015164193680037297,-0.029498474828795973,0.029893243458523955,0.029476032997964863,0.0022314984826339312,0.0035038542396637062,0.009261857984844246,-0.006753246753246733
2016-01-14,0.013439599937490332,0.023754577149107226,-0.012102351313969528,0.02362208764817786,-0.003862212200303139,-0.012505724676724173,-0.012284191694624913,0.011764681121640308,0.01051009718872642,0.011759835458222012,0.009581867986755865,-0.011733557760347124,-0.05729401118602351,-0.008374617833277642,0.009454334023070388,-0.019054354239513183,0.014817596096348806,0.028334474073668847,-0.02884411305527168,0.004205887960014643,0.0,-0.0033370411568409697,-0.01935146443514646
2016-01-15,-0.007247494217424877,-0.0006445522823425032,0.016800840042002108,-0.05705130266406466,-0.007916020458609174,0.016388839916025022,-0.028337530941566214,-0.005212461206026697,-0.01598172632231898,-0.04741024556956319,-0.008628127582696488,-0.02297970072670652,-0.01823283564521727,-0.02341653014785261,-0.00855132188057861,-0.00995202373257642,-0.04417828773109489,0.002688169458695544,0.010700979409674405,0.004927340778211331,0.014664804469273651,-0.0189732142857143,0.010666666666666602
2016-01-19,0.006523765144454741,-0.072557239064591,0.009982788296041267,-0.032630896986123314,0.017261054810695953,-0.0014658502848717836,0.014581982861304743,0.013301038741578397,0.017530311705098667,-0.02740020974863544,0.006527415056918562,0.01372010943261115,-0.004285630920302541,-0.01690246814517804,0.020227898837693603,0.0036332807988959104,0.004896312893351462,-0.011394106931946535,0.016277717877389186,0.012993350512407575,0.0123881624225739,0.005119453924914641,0.0015831134564643357
2016-01-20,-0.008950617283950635,-0.03059808974658873,-0.0422631220177232,-0.06711173256692671,-0.008003841687685087,0.015781219182118944,-0.009901009399823302,-0.0019888624190097515,-0.008867515985280128,-0.04732032941487607,-0.03501948117874898,-0.015854624929414807,0.012912457854871384,-0.03998400542165936,-0.01821656202765487,-0.013032445557959793,-0.00828308197003158,-0.038644047106726864,0.002622300285487267,-0.0031462020589396733,0.002719238613188235,-0.010752688172043001,-0.006322444678609096
2016-01-21,0.008252880722516398,0.04913919944306522,0.016014234875444844,0.1122411124375946,0.0019364035746489705,-0.0072260863304292045,0.02370969710811499,0.01634119650559751,0.018916186421635173,0.03673324687435375,0.025089633423311497,0.023575638506876162,0.009442861491189891,0.005414359683141079,0.02050230650948226,0.0002444689643068543,0.013265299189910928,0.019040867297499764,-0.004523936402388906,-0.0024277367675424877,-0.004745762711864443,0.005148741418764313,0.007423117709437932
2016-01-22,0.0007722007722008595,0.10017095060430026,0.005954465849387081,0.0900778150427346,0.005798044926185408,-0.0017287093588093105,0.004726642417365312,-0.0117647058823529,0.0027596381875498732,0.10941507021958619,0.013986000461365,0.014011492884776766,0.0004676929445275313,0.007870792060119758,0.0013058641817866867,0.014179240884080846,0.05100844094672419,-0.0020761061153756755,-0.0028403011668646228,0.0004867475709271485,0.008855585831062607,-0.0022766078542970636,0.001052631578947416
2016-01-25,-0.004783950617283983,-0.0522063483295111,-0.01845403899721454,-0.05747121941739064,-0.013610925195100987,0.008202698141198006,0.00501805260432131,0.008333357553633514,-0.0015011363505538222,-0.06066085070919158,0.0038792840365706738,-0.004921400049239466,0.008882680667562814,0.018906661681167503,-0.017455822223103823,0.036157646810440536,-0.049640144780226714,-0.02219137955139716,0.014028309247449133,0.0,-0.0013504388926400823,0.004563605248146141,0.012618296529968376
2016-01-26,0.009613893626919001,0.04262292580526372,0.003547357218872005,0.03658538578671977,-0.0030843933671329538,0.014011933361215423,0.005461070161761672,0.01259339477602972,0.019293386103631294,0.03464130468724602,0.002146844195376918,0.01217417392104947,0.010194659158654362,0.0020169423651086316,0.004186211439386245,0.018029544934177855,0.016699022923599705,-0.0056737533008291985,0.021348307984839332,0.0,-0.0013522650439485862,-0.004542873367404887,0.00674974039460019
2016-01-27,0.013669175241898257,0.04088048013364398,-0.022976316719688916,0.027026977853772616,-0.00895618365782691,-0.004992400668366814,-0.0010863007146341142,0.01632340616514405,0.01425764258170048,0.05941924614691718,0.012853470773142028,0.020297029362258856,0.004128359746939481,0.00040260107074430174,0.017895247164146033,0.005941512950757621,-0.001432401204387257,-0.03138377458568209,-0.007150721527683479,0.0004865107629952181,0.0,0.00741585852823734,-0.017019082001031416
2016-01-28,-0.006212121212121224,0.02386709824609201,0.00976845151953687,0.028483034222086978,0.008215576651094514,-0.0004479885412931317,0.002330278035659772,-0.0011471808526529736,-0.006786204173908739,0.005559883074432115,0.00803726397770288,-0.0022103741997919757,-0.003197793435396279,0.07082497425962031,-0.019078989163653248,-0.016469786003981857,0.03184473904199603,-0.024300436344626863,-0.015512464239688772,0.0004862741853701724,-0.010155721056195,-0.017270668176670445,-0.00891920251836309
2016-01-29,0.002134471718249653,0.02508121286889109,-0.010748835542816249,0.012040869851996261,-0.0037483627762142646,0.0007171466884487998,-0.02510851193510677,0.0076569674828910195,0.007320578967339397,0.023474597516875972,-0.02349981549223612,-0.0009230201010387296,0.053162318805424436,-0.004885450134267,0.01323828920570258,0.007391111211986656,0.02233544588251779,-0.008301860881301582,0.0009144969502010714,0.0004859451354777278,0.017783857729138264,0.016709881878421262,0.014822657490735747
2016-02-01,0.0021299254526092604,-0.0014393508733998583,0.03875407461064828,-0.05948834491944599,0.010796660164895,0.010300967169931452,0.0033385939363075323,-0.006838975026836169,-0.006056109459084302,-0.017628649096919857,0.012032673349714695,0.0027716185627619794,-0.06353356861863835,0.013595189839397781,0.008241218298523867,-0.004012381117710961,-0.018221374828672476,-0.02359211655380422,0.0070279275301354804,0.03473403859061697,-0.0020161290322581182,-0.0017001983564749468,-0.008346374543557689
2016-02-02,-0.010930620919993972,-0.05678862738521684,-0.037308228730822846,-0.0550285146200199,0.008253735458434663,-0.0005319403962680269,0.0004754378699609596,-0.017597575405213117,0.00024370642963100764,-0.024698463171976992,0.01783438194582665,0.0003685502165695631,-0.05901480388852709,0.017511223226196915,-0.021929824294559364,-0.016574543716887935,-0.07590021730654795,0.012470759810097487,-0.003698823950355812,0.013615066944357768,0.0033670033670034627,0.006244677831393597,0.0
2016-02-03,0.009976976208748933,0.07090463350460618,0.02752625860195579,0.08032127462980498,-0.005778501039489847,0.012419053839795025,0.0006334548043096522,0.005451808725128071,0.019493158362914986,0.06697005345726992,0.014184435538426632,0.008288818930993314,0.006419758435484146,-0.006591059210246164,0.05350584825896476,0.028558008756658815,0.012889682929260848,-0.007698185493255183,0.031101165832780664,0.011579434841737735,-0.004026845637583931,-0.0107193229901269,0.009994739610731163
2016-02-04,0.004407294832826647,-0.016552563239165652,-0.02573140641522731,-0.01734818733331389,-0.02760734779440699,0.014281894383995741,-0.00902186185052456,0.008907775694156683,0.017208419321295798,0.0017615034030347143,0.013574610078634253,0.0016440689418484311,-0.03238474018225568,0.007371913343122705,0.0,0.029130674757274377,0.014501268414113033,0.0,0.007880446560582177,0.008241772157426164,-0.006738544474393482,-0.0025662959794696683,-0.015104166666666696
2016-02-05,-0.02481464669390221,-0.011607594945116428,0.0028943560057888007,-0.026166454655521032,-0.004316757820176931,0.00017283452523075837,-0.017249621808180904,-0.004990356211012514,-0.01292289186944473,-0.019898187213416407,-0.022727236134101547,-0.00747761385594925,0.046146024729882384,-0.011708678493894342,-0.03327848022040436,-0.0026537199792948662,-0.03471408547552268,0.02948022531572425,-0.004853093919690132,0.0,-0.007462686567164201,-0.00800457404230992,-0.012691697514542577
2016-02-08,0.003723816912335254,-0.03464475213148721,0.031024531024530955,-0.038847487190076024,-0.006169797216117212,0.03463462937881623,-0.029254023008458918,0.003472198511184965,-0.005712965157404826,-0.011898077522284112,-0.038621274642421266,-0.02205071615366816,0.037324354094241174,-0.012587907514453489,0.03882716728403213,0.027716186252771724,-0.03686913913166601,0.013564381710036377,0.04416150297625965,0.0,-0.009569377990430672,-0.0057636887608069065,-0.01767541510444559
2016-02-09,-0.01576750656979442,-0.07785892001608019,-0.007347795661301615,-0.05894240378987403,-0.016107367601519207,0.0006677742228144989,-0.0021764403474578975,-0.002691319456381125,-0.02394060415050403,-0.06832946013249941,-0.008639308855291628,-0.012401421401182278,-0.019626193109458345,-0.008623990270991921,-0.0024082458903719184,0.011542623740055324,-0.05982639406669121,-0.0044609268991254725,0.0018162867971289742,-0.006357915262790503,-0.0034506556245686992,0.0008695652173913437,-0.0021810250817884125
2016-02-10,-0.002355897596984402,0.01715041104873216,-0.004229820232640069,-0.017537572002580215,0.004092798106494655,-0.0033369484966521146,0.014932926869232421,0.0046261073063482705,-0.006622504163406706,0.0,0.0,0.008181219611609114,-0.02478553124271987,-0.004916746682973483,0.013905006521379049,-0.004692358277469055,0.04850375362068893,-0.000746843063885616,-0.010813248786232577,-0.010054813610275493,-0.0020775623268698418,-0.0011584129742253646,0.008196721311475308
2016-02-11,0.0028337531486146705,-0.025291850933407134,-0.020884955752212386,-0.045173101785153214,-0.00781254909689566,0.044530070659167365,-0.006447386769144692,0.00575594767792964,-0.010370442408317415,0.004308115353603759,-0.015250544662309351,-0.017739241330393618,-0.02541546709648823,-0.012162721903443141,-0.0005714053199404878,0.03117972463484997,-0.000848820738697853,-0.023168939982453063,0.03351437559272985,0.00023088957296701906,0.0,0.013047260075384148,-0.006504065040650375
2016-02-12,0.007378335949764558,0.10978047914298994,0.022053506869124995,0.12323546594469281,0.00821642197840311,-0.007051886093404791,-0.0014975447821339305,0.006486004005592072,0.011477047154889286,0.09212549033358863,0.022566398688122158,-0.0013448841633645348,-0.01404212523982351,-0.0011542431705028333,0.0048598965764128366,-0.005299289787735306,0.10778383381741108,0.006120881834276615,-0.0002533225787004767,0.002076998248038864,-0.004163775156141525,-0.0008586147681740597,-0.0016366612111292644
2016-02-16,0.013557737260402103,-0.03537171113868709,-0.01202688362221438,-0.013586943317733136,0.01612898002769625,-0.025179526903889582,0.029828403836518858,0.06368468191034027,0.010853515009784598,-0.039558685962078455,-0.005625283502482814,0.023085802773776587,-0.03204474314005401,0.04853623192324341,-0.033096277301149724,-0.021518829884695,-0.06930599671168824,0.005323243386250454,-0.028888145631778994,0.023261220147928086,0.01184668989547033,0.008020624462904635,0.014754098360655776
2016-02-17,-0.006611316113161125,0.07209445844694651,0.03043322592194775,0.05578508542741023,0.00033417641225708117,0.002649185451773839,0.009708737864077666,0.014255167188144569,0.012201003731733717,0.0592990214855309,-0.0030461137465022103,0.008649937432650967,0.020493974982085827,-0.033431321437981,0.012357763718753079,0.012917663529679935,0.03347406430560884,-0.00453860956163088,0.002805092716501756,0.0024758183568760472,0.011707988980716344,0.003125888036374036,0.009154550350026991
2016-02-18,-0.0018572976319455314,-0.006376846976902217,0.002779708130646208,0.0035877563894002318,0.0006681295513777386,0.012385434978431809,0.0030449109199719437,-0.005270555052112047,-0.0012053128950891834,-0.007997070337861012,-0.0034919381512208414,0.007829886242944895,-0.046343991719926536,-0.011022401479319544,-0.021410556705458994,-0.0043212222161538305,-0.030894916782195025,-0.028875388970133198,0.003577953818884927,0.00785807065394728,-0.004765146358066685,-0.003116147308781847,-0.013340448239060887
2016-02-19,0.011474647232128987,-0.03704785597981641,-0.017325017325017344,-0.036724116064487,0.001669144957032076,0.003507094783253839,-0.0038345172079347067,-0.02649240493925531,0.0019309429785414611,-0.04975905187525975,0.014016631210980401,0.0016648621063790614,-0.025917914748879722,0.003843197360053674,-0.011483987591632938,-0.0001058924735906075,-0.013368995593706412,-0.020344231661973078,-0.0038244645805224353,0.006682985991078416,0.0,-0.0017050298380221207,-0.0010816657652785722
