,time,BTC,ETH,BNB,XRP,SOL,DOGE,TRX,ADA,AVAX,DOT,MATIC,LTC,SHIB,LINK,BCH,ALGO,NEAR,XLM,ATOM,VET,EOS,FIL,APE,ICP,SUI,FTM,AAVE,GRT,HBAR,XMR,THETA,MANA,ZEC,NEKO,MKR,LDO,SNX,CRO
0,2020-01-01,7189.94,130.57,13.68,0.1931,0.0,0.002124,0.01376,0.03381,0.0,0.0,0.01488,41.59,0.0,1.802,204.37,0.2187,0.0,0.04519,4.371,0.005355,2.605,0.0,0.0,0.0,0.0,0.01064,0.0,0.0,0.01024,45.78,0.08647,0.03136,27.95,0.0,437.8,0.0,1.232,0.03372
1,2020-01-02,6965.72,127.05,13.0,0.1874,0.0,0.002089,0.01303,0.03437,0.0,0.0,0.0147,39.45,0.0,1.735,195.54,0.2133,0.0,0.04355,4.102,0.005097,2.466,0.0,0.0,0.0,0.0,0.0102,0.0,0.0,0.01009,45.51,0.08443,0.0321,27.28,0.0,422.61,0.0,1.119,0.0326
2,2020-01-03,7339.7,134.24,13.65,0.1933,0.0,0.002109,0.01377,0.03461,0.0,0.0,0.01519,42.36,0.0,1.8,222.05,0.2268,0.0,0.04566,4.246,0.005322,2.648,0.0,0.0,0.0,0.0,0.01033,0.0,0.0,0.01038,50.97,0.08767,0.0328,28.34,0.0,434.3,0.0,1.157,0.03442
3,2020-01-04,7357.5,134.2,13.8,0.193,0.0,0.002108,0.01384,0.03493,0.0,0.0,0.01486,42.82,0.0,1.825,224.6,0.234,0.0,0.04569,4.28,0.005601,2.655,0.0,0.0,0.0,0.0,0.01068,0.0,0.0,0.01111,50.37,0.0939,0.03412,30.01,0.0,436.98,0.0,1.153,0.03436
4,2020-01-05,7359.96,135.5,14.04,0.1947,0.0,0.002126,0.01388,0.03465,0.0,0.0,0.01487,43.32,0.0,1.798,222.93,0.2294,0.0,0.04558,4.214,0.00549,2.691,0.0,0.0,0.0,0.0,0.01045,0.0,0.0,0.01158,53.7,0.09454,0.03622,30.69,0.0,438.14,0.0,1.117,0.03407
5,2020-01-06,7762.69,144.15,14.96,0.2234,0.0,0.002191,0.01468,0.03737,0.0,0.0,0.01553,45.88,0.0,1.938,244.13,0.2409,0.0,0.05058,4.105,0.005728,2.854,0.0,0.0,0.0,0.0,0.01075,0.0,0.0,0.01113,58.95,0.1002,0.03527,32.66,0.0,463.43,0.0,0.9266,0.03587
6,2020-01-07,8160.36,142.89,15.04,0.2138,0.0,0.002198,0.01453,0.03717,0.0,0.0,0.0151,46.53,0.0,2.109,242.86,0.2305,0.0,0.04855,4.088,0.005597,2.853,0.0,0.0,0.0,0.0,0.01042,0.0,0.0,0.01064,58.44,0.09609,0.03455,32.18,0.0,473.3,0.0,1.042,0.03827
7,2020-01-08,8045.15,140.47,14.52,0.2074,0.0,0.002188,0.01428,0.03647,0.0,0.0,0.01496,45.31,0.0,2.192,240.07,0.2275,0.0,0.04769,3.994,0.00547,2.773,0.0,0.0,0.0,0.0,0.01035,0.0,0.0,0.01033,59.4,0.09819,0.03426,30.77,0.0,481.58,0.0,0.9332,0.04092
8,2020-01-09,7817.35,137.74,14.35,0.2037,0.0,0.002188,0.01453,0.0364,0.0,0.0,0.01462,44.72,0.0,2.196,237.99,0.2231,0.0,0.0472,4.239,0.005361,2.749,0.0,0.0,0.0,0.0,0.009994,0.0,0.0,0.0101,58.72,0.09286,0.03326,31.03,0.0,466.24,0.0,0.8609,0.03831
9,2020-01-10,8190.31,144.8,15.06,0.2128,0.0,0.002297,0.01493,0.03707,0.0,0.0,0.01482,49.11,0.0,2.231,271.68,0.2269,0.0,0.04805,4.281,0.005435,2.977,0.0,0.0,0.0,0.0,0.01034,0.0,0.0,0.01063,58.48,0.0952,0.03193,33.43,0.0,478.4,0.0,0.8903,0.04112
10,2020-01-11,8024.58,142.52,14.93,0.2115,0.0,0.002231,0.01491,0.03721,0.0,0.0,0.01485,49.42,0.0,2.28,261.31,0.2268,0.0,0.04841,4.265,0.005538,2.995,0.0,0.0,0.0,0.0,0.01002,0.0,0.0,0.01136,58.26,0.09385,0.03153,34.91,0.0,479.3,0.0,0.7742,0.03967
11,2020-01-12,8181.49,146.37,15.33,0.2152,0.0,0.002276,0.01555,0.03837,0.0,0.0,0.01497,51.38,0.0,2.241,269.94,0.2278,0.0,0.04906,4.276,0.005501,3.211,0.0,0.0,0.0,0.0,0.01034,0.0,0.0,0.01098,59.22,0.09576,0.03099,35.72,0.0,496.62,0.0,0.806,0.04173
12,2020-01-13,8106.56,143.49,15.18,0.2115,0.0,0.002246,0.01521,0.03724,0.0,0.0,0.01548,49.64,0.0,2.19,267.03,0.2264,0.0,0.04828,4.239,0.005431,3.109,0.0,0.0,0.0,0.0,0.009891,0.0,0.0,0.01047,57.8,0.09772,0.03161,38.41,0.0,484.41,0.0,1.019,0.0411
13,2020-01-14,8820.95,165.66,16.63,0.2348,0.0,0.002385,0.01705,0.04174,0.0,0.0,0.0157,58.43,0.0,2.381,349.25,0.2295,0.0,0.053,4.531,0.006,3.803,0.0,0.0,0.0,0.0,0.009509,0.0,0.0,0.01026,62.58,0.1053,0.033,43.66,0.0,532.41,0.0,1.109,0.04375
14,2020-01-15,8813.21,166.04,17.62,0.2335,0.0,0.002436,0.01734,0.04282,0.0,0.0,0.01639,58.24,0.0,2.4,340.11,0.2494,0.0,0.05486,4.569,0.006,3.766,0.0,0.0,0.0,0.0,0.009731,0.0,0.0,0.01053,68.34,0.1043,0.03699,55.26,0.0,532.85,0.0,0.9589,0.04583
15,2020-01-16,8719.63,164.1,17.04,0.229,0.0,0.002388,0.01745,0.04156,0.0,0.0,0.01604,57.51,0.0,2.49,327.27,0.241,0.0,0.05352,5.081,0.005979,3.835,0.0,0.0,0.0,0.0,0.009594,0.0,0.0,0.01157,65.62,0.1039,0.036,50.42,0.0,528.93,0.0,0.9895,0.04475
16,2020-01-17,8894.83,169.98,18.04,0.2388,0.0,0.002464,0.01765,0.04503,0.0,0.0,0.01868,60.97,0.0,2.69,367.65,0.2611,0.0,0.06079,4.978,0.006329,3.898,0.0,0.0,0.0,0.0,0.01005,0.0,0.0,0.01165,68.78,0.1114,0.03834,61.08,0.0,508.54,0.0,1.003,0.04661
17,2020-01-18,8909.28,173.91,17.78,0.2432,0.0,0.002532,0.01823,0.04497,0.0,0.0,0.01746,59.22,0.0,2.77,338.44,0.2587,0.0,0.06139,4.623,0.006021,3.799,0.0,0.0,0.0,0.0,0.01002,0.0,0.0,0.01185,67.02,0.1085,0.03724,51.1,0.0,512.6,0.0,1.006,0.04621
18,2020-01-19,8702.59,166.92,17.39,0.2356,0.0,0.002439,0.01682,0.04227,0.0,0.0,0.01645,57.66,0.0,2.623,339.43,0.2396,0.0,0.06007,4.519,0.005764,3.611,0.0,0.0,0.0,0.0,0.00945,0.0,0.0,0.01077,65.16,0.1125,0.03559,51.0,0.0,507.16,0.0,0.9512,0.04754
19,2020-01-20,8634.03,166.64,17.29,0.2327,0.0,0.002445,0.01678,0.04521,0.0,0.0,0.01684,57.09,0.0,2.691,343.29,0.2369,0.0,0.06264,4.505,0.005832,3.613,0.0,0.0,0.0,0.0,0.009524,0.0,0.0,0.01055,64.88,0.1101,0.03487,53.46,0.0,480.13,0.0,1.017,0.0454
20,2020-01-21,8724.84,169.09,18.08,0.2367,0.0,0.002399,0.0174,0.0463,0.0,0.0,0.0171,57.41,0.0,2.67,343.52,0.249,0.0,0.06263,4.642,0.005932,3.655,0.0,0.0,0.0,0.0,0.009594,0.0,0.0,0.01044,65.82,0.1122,0.03408,52.86,0.0,482.51,0.0,1.084,0.04738
21,2020-01-22,8667.26,167.97,17.8,0.2369,0.0,0.002433,0.01752,0.04604,0.0,0.0,0.01707,58.31,0.0,2.635,348.42,0.2456,0.0,0.06119,4.65,0.005865,3.646,0.0,0.0,0.0,0.0,0.009492,0.0,0.0,0.01078,64.91,0.1187,0.03374,52.16,0.0,470.46,0.0,1.07,0.04784
22,2020-01-23,8394.28,162.51,17.03,0.2253,0.0,0.002334,0.0163,0.04339,0.0,0.0,0.01603,54.29,0.0,2.467,325.25,0.2344,0.0,0.05821,4.456,0.005622,3.574,0.0,0.0,0.0,0.0,0.009257,0.0,0.0,0.01026,62.5,0.1081,0.03321,49.25,0.0,470.33,0.0,1.016,0.04786
23,2020-01-24,8431.78,162.4,17.07,0.2221,0.0,0.002342,0.01684,0.0454,0.0,0.0,0.01627,54.5,0.0,2.5,318.68,0.2323,0.0,0.05705,4.482,0.005601,3.634,0.0,0.0,0.0,0.0,0.009407,0.0,0.0,0.01121,61.57,0.1048,0.03346,48.27,0.0,464.34,0.0,0.9486,0.04663
24,2020-01-25,8345.88,160.66,16.51,0.2193,0.0,0.002335,0.01649,0.04388,0.0,0.0,0.01602,53.25,0.0,2.445,310.38,0.2329,0.0,0.05596,4.38,0.005627,3.497,0.0,0.0,0.0,0.0,0.009509,0.0,0.0,0.01202,61.38,0.101,0.03368,48.69,0.0,458.36,0.0,1.003,0.04632
25,2020-01-26,8602.37,167.66,17.48,0.2308,0.0,0.002301,0.01723,0.04489,0.0,0.0,0.01652,56.15,0.0,2.57,347.79,0.2365,0.0,0.05836,4.481,0.005997,3.65,0.0,0.0,0.0,0.0,0.009723,0.0,0.0,0.01164,63.79,0.1029,0.03524,53.95,0.0,477.6,0.0,1.046,0.04826
26,2020-01-27,8898.94,169.7,17.65,0.2304,0.0,0.002394,0.01728,0.04774,0.0,0.0,0.01691,58.4,0.0,2.601,362.36,0.2391,0.0,0.05963,4.516,0.00578,3.962,0.0,0.0,0.0,0.0,0.009585,0.0,0.0,0.0117,65.39,0.1045,0.03373,54.83,0.0,482.32,0.0,1.158,0.04886
27,2020-01-28,9391.97,175.82,18.1,0.2396,0.0,0.002387,0.01869,0.05309,0.0,0.0,0.01709,60.84,0.0,2.656,378.37,0.2433,0.0,0.06073,4.591,0.005817,4.049,0.0,0.0,0.0,0.0,0.009437,0.0,0.0,0.01157,67.86,0.1093,0.03555,56.41,0.0,526.42,0.0,1.222,0.05231
28,2020-01-29,9286.18,173.47,17.87,0.235,0.0,0.002434,0.01867,0.05319,0.0,0.0,0.01709,59.91,0.0,2.773,379.97,0.2392,0.0,0.0608,4.401,0.005624,3.962,0.0,0.0,0.0,0.0,0.00869,0.0,0.0,0.01154,69.83,0.1041,0.03625,61.44,0.0,513.88,0.0,1.102,0.05199
29,2020-01-30,9501.38,184.42,18.55,0.2433,0.0,0.002412,0.01951,0.05607,0.0,0.0,0.01853,67.84,0.0,2.913,393.55,0.2409,0.0,0.0628,4.415,0.005751,4.324,0.0,0.0,0.0,0.0,0.008906,0.0,0.0,0.01193,74.76,0.1041,0.03477,66.04,0.0,543.76,0.0,1.21,0.05283
30,2020-01-31,9342.23,179.65,18.25,0.2391,0.0,0.002411,0.01871,0.05383,0.0,0.0,0.01784,67.86,0.0,2.815,374.79,0.2471,0.0,0.06041,4.399,0.005754,4.152,0.0,0.0,0.0,0.0,0.008959,0.0,0.0,0.01308,72.01,0.1064,0.03615,66.2,0.0,541.1,0.0,1.188,0.05362
31,2020-02-01,9384.45,183.65,18.24,0.2412,0.0,0.002428,0.01907,0.05612,0.0,0.0,0.01821,70.75,0.0,2.838,379.98,0.2478,0.0,0.06226,4.379,0.006008,4.158,0.0,0.0,0.0,0.0,0.00964,0.0,0.0,0.01344,73.19,0.1057,0.03639,65.52,0.0,549.69,0.0,1.187,0.05167
32,2020-02-02,9334.25,188.37,18.44,0.2509,0.0,0.002474,0.01914,0.05578,0.0,0.0,0.01904,69.93,0.0,2.822,377.38,0.2525,0.0,0.0634,4.4,0.006273,4.222,0.0,0.0,0.0,0.0,0.009261,0.0,0.0,0.01312,74.89,0.1058,0.0375,68.09,0.0,546.71,0.0,1.184,0.05479
33,2020-02-03,9288.96,189.68,18.44,0.2544,0.0,0.002475,0.01928,0.05704,0.0,0.0,0.02192,69.57,0.0,2.774,384.1,0.263,0.0,0.06417,4.268,0.006249,4.206,0.0,0.0,0.0,0.0,0.009462,0.0,0.0,0.01582,76.69,0.1082,0.03954,65.83,0.0,556.22,0.0,1.149,0.05425
34,2020-02-04,9171.98,188.39,18.13,0.2661,0.0,0.002512,0.0194,0.05607,0.0,0.0,0.02091,67.89,0.0,2.735,380.7,0.2805,0.0,0.06604,4.206,0.00652,4.228,0.0,0.0,0.0,0.0,0.00994,0.0,0.0,0.01825,75.05,0.1218,0.04266,64.42,0.0,545.01,0.0,1.193,0.05511
35,2020-02-05,9611.42,203.86,19.26,0.2778,0.0,0.002601,0.02076,0.05925,0.0,0.0,0.02153,72.64,0.0,2.835,445.01,0.276,0.0,0.06906,4.334,0.006477,4.532,0.0,0.0,0.0,0.0,0.009832,0.0,0.0,0.02242,77.87,0.1211,0.04315,71.05,0.0,570.78,0.0,1.118,0.0581
36,2020-02-06,9755.84,212.87,20.63,0.2828,0.0,0.002706,0.02257,0.05999,0.0,0.0,0.02449,73.5,0.0,2.891,445.45,0.2891,0.0,0.0711,4.588,0.006781,4.587,0.0,0.0,0.0,0.0,0.01058,0.0,0.0,0.02087,78.16,0.1246,0.04743,69.8,0.0,568.39,0.0,1.115,0.05902
37,2020-02-07,9808.36,223.24,22.04,0.2791,0.0,0.002763,0.0221,0.05981,0.0,0.0,0.02305,74.45,0.0,3.307,439.7,0.3125,0.0,0.07194,4.814,0.006825,4.589,0.0,0.0,0.0,0.0,0.01137,0.0,0.0,0.02039,79.5,0.1245,0.05024,67.69,0.0,578.01,0.0,1.011,0.05775
38,2020-02-08,9898.25,223.21,21.79,0.2776,0.0,0.003157,0.02182,0.06017,0.0,0.0,0.02118,76.54,0.0,3.425,444.4,0.3073,0.0,0.07101,4.637,0.006688,4.76,0.0,0.0,0.0,0.0,0.01069,0.0,0.0,0.01857,80.68,0.1165,0.053,70.73,0.0,572.22,0.0,1.04,0.05852
39,2020-02-09,10157.78,228.65,24.35,0.2827,0.0,0.003225,0.02201,0.06214,0.0,0.0,0.02194,77.11,0.0,3.511,449.92,0.3424,0.0,0.07343,4.767,0.006807,5.007,0.0,0.0,0.0,0.0,0.0111,0.0,0.0,0.01985,87.63,0.1237,0.065,70.55,0.0,589.76,0.0,0.8915,0.06166
40,2020-02-10,9858.03,223.19,25.13,0.2733,0.0,0.002958,0.02221,0.06034,0.0,0.0,0.02159,74.03,0.0,3.382,451.45,0.3588,0.0,0.07056,4.784,0.006537,4.897,0.0,0.0,0.0,0.0,0.01059,0.0,0.0,0.01895,84.64,0.13,0.06044,69.02,0.0,569.1,0.0,1.004,0.05979
41,2020-02-11,10269.43,237.74,25.81,0.2822,0.0,0.003029,0.02281,0.06383,0.0,0.0,0.023,76.82,0.0,4.038,462.68,0.3708,0.0,0.07407,5.147,0.007481,5.264,0.0,0.0,0.0,0.0,0.01146,0.0,0.0,0.03436,90.28,0.1288,0.05919,72.96,0.0,591.21,0.0,1.027,0.06285
42,2020-02-12,10347.93,265.94,26.48,0.305,0.0,0.003039,0.02402,0.06833,0.0,0.0,0.02287,81.23,0.0,4.006,474.14,0.3893,0.0,0.08015,5.111,0.007456,5.336,0.0,0.0,0.0,0.0,0.01196,0.0,0.0,0.06879,95.37,0.1386,0.06254,73.72,0.0,616.89,0.0,1.032,0.06385
43,2020-02-13,10233.32,268.52,25.46,0.3276,0.0,0.002988,0.02391,0.06894,0.0,0.0,0.02221,80.67,0.0,3.876,476.91,0.3489,0.0,0.08345,4.908,0.008093,5.359,0.0,0.0,0.0,0.0,0.01208,0.0,0.0,0.05554,92.27,0.1721,0.06048,71.79,0.0,622.39,0.0,0.9379,0.06611
44,2020-02-14,10360.37,285.64,26.42,0.3363,0.0,0.003095,0.02637,0.07083,0.0,0.0,0.02331,82.98,0.0,4.442,493.99,0.3692,0.0,0.08687,5.117,0.008202,5.366,0.0,0.0,0.0,0.0,0.01289,0.0,0.0,0.05455,95.19,0.1591,0.06,72.65,0.0,633.0,0.0,0.9903,0.06825
45,2020-02-15,9905.43,264.67,24.25,0.3075,0.0,0.002895,0.02361,0.06423,0.0,0.0,0.0209,76.63,0.0,4.319,439.2,0.3342,0.0,0.07891,4.608,0.007457,4.747,0.0,0.0,0.0,0.0,0.01162,0.0,0.0,0.04808,89.09,0.1466,0.05602,64.26,0.0,604.33,0.0,0.9487,0.06417
46,2020-02-16,9925.51,259.95,23.36,0.293,0.0,0.002727,0.02235,0.06216,0.0,0.0,0.02015,74.79,0.0,4.477,413.43,0.347,0.0,0.07464,4.412,0.007101,4.387,0.0,0.0,0.0,0.0,0.01079,0.0,0.0,0.05351,87.84,0.1351,0.05596,60.65,0.0,635.73,0.0,0.9342,0.06194
47,2020-02-17,9702.48,267.5,23.48,0.2873,0.0,0.002724,0.02178,0.06024,0.0,0.0,0.02008,73.29,0.0,4.303,412.65,0.3302,0.0,0.07279,4.284,0.006689,4.352,0.0,0.0,0.0,0.0,0.01048,0.0,0.0,0.05173,82.48,0.1374,0.05552,64.63,0.0,610.38,0.0,1.011,0.05831
48,2020-02-18,10182.6,283.08,24.1,0.2985,0.0,0.002868,0.0226,0.0629,0.0,0.0,0.02159,77.2,0.0,4.566,420.12,0.3505,0.0,0.07615,4.442,0.007158,4.592,0.0,0.0,0.0,0.0,0.01089,0.0,0.0,0.0513,86.53,0.142,0.06444,66.82,0.0,634.07,0.0,0.9831,0.06222
49,2020-02-19,9602.43,258.79,22.37,0.2748,0.0,0.002624,0.02025,0.0575,0.0,0.0,0.02007,70.53,0.0,4.396,379.17,0.3478,0.0,0.07001,4.164,0.006489,3.976,0.0,0.0,0.0,0.0,0.009764,0.0,0.0,0.04673,77.83,0.1264,0.05699,62.77,0.0,638.78,0.0,0.9053,0.05944
50,2020-02-20,9608.8,257.71,22.19,0.2713,0.0,0.002661,0.02,0.05827,0.0,0.0,0.02076,69.44,0.0,4.272,372.67,0.4366,0.0,0.07056,4.472,0.00648,4.003,0.0,0.0,0.0,0.0,0.009264,0.0,0.0,0.04639,76.52,0.1318,0.05389,60.97,0.0,643.41,0.0,0.9734,0.05754
51,2020-02-21,9697.86,265.62,22.21,0.2744,0.0,0.002699,0.02034,0.05915,0.0,0.0,0.02075,73.41,0.0,4.277,377.75,0.4191,0.0,0.07111,4.99,0.006575,4.05,0.0,0.0,0.0,0.0,0.009519,0.0,0.0,0.046,80.35,0.1279,0.05501,61.69,0.0,631.04,0.0,1.01,0.05838
52,2020-02-22,9671.46,262.1,22.01,0.2754,0.0,0.002622,0.02032,0.05887,0.0,0.0,0.02089,74.91,0.0,4.118,373.28,0.45,0.0,0.07049,5.029,0.006631,4.121,0.0,0.0,0.0,0.0,0.009385,0.0,0.0,0.0455,79.09,0.1288,0.05115,60.76,0.0,640.15,0.0,1.001,0.05938
53,2020-02-23,9977.39,275.58,22.94,0.284,0.0,0.002677,0.02148,0.06192,0.0,0.0,0.02235,79.9,0.0,4.262,403.14,0.4616,0.0,0.07334,4.829,0.006922,4.401,0.0,0.0,0.0,0.0,0.009694,0.0,0.0,0.0431,85.44,0.142,0.05786,63.79,0.0,651.82,0.0,1.006,0.06226
54,2020-02-24,9664.21,265.86,22.08,0.2705,0.0,0.002667,0.01997,0.05925,0.0,0.0,0.02078,75.61,0.0,3.92,378.68,0.4969,0.0,0.06911,4.4,0.006692,4.126,0.0,0.0,0.0,0.0,0.009123,0.0,0.0,0.0378,79.21,0.1476,0.05161,60.87,0.0,634.07,0.0,0.9593,0.06021
55,2020-02-25,9316.18,246.79,20.33,0.2522,0.0,0.002597,0.01923,0.05659,0.0,0.0,0.0191,71.01,0.0,3.489,353.03,0.3917,0.0,0.06413,4.058,0.006277,4.08,0.0,0.0,0.0,0.0,0.00783,0.0,0.0,0.0355,76.5,0.135,0.04262,57.13,0.0,586.45,0.0,0.8664,0.05934
56,2020-02-26,8793.5,223.97,18.75,0.229,0.0,0.002388,0.01651,0.04928,0.0,0.0,0.01829,60.59,0.0,3.564,316.96,0.3644,0.0,0.05885,3.646,0.005556,3.537,0.0,0.0,0.0,0.0,0.006902,0.0,0.0,0.03244,70.65,0.1177,0.03837,51.46,0.0,537.55,0.0,0.773,0.05302
57,2020-02-27,8821.5,227.59,19.17,0.2381,0.0,0.002502,0.01711,0.04955,0.0,0.0,0.01967,61.69,0.0,3.951,324.56,0.3751,0.0,0.0601,3.679,0.005798,3.616,0.0,0.0,0.0,0.0,0.007168,0.0,0.0,0.03635,70.25,0.1221,0.04039,53.12,0.0,567.31,0.0,0.9476,0.05268
58,2020-02-28,8719.29,227.75,19.08,0.2371,0.0,0.002486,0.01736,0.04902,0.0,0.0,0.02023,60.07,0.0,4.18,315.84,0.3492,0.0,0.05852,3.553,0.005797,3.526,0.0,0.0,0.0,0.0,0.006986,0.0,0.0,0.03521,68.66,0.1217,0.04005,50.66,0.0,585.76,0.0,0.8876,0.05362
59,2020-02-29,8545.45,217.91,19.29,0.2291,0.0,0.00227,0.0169,0.04765,0.0,0.0,0.02025,58.16,0.0,4.068,306.19,0.325,0.0,0.05697,3.442,0.00562,3.521,0.0,0.0,0.0,0.0,0.006537,0.0,0.0,0.03411,66.08,0.116,0.03683,49.15,0.0,554.77,0.0,0.8802,0.05085
60,2020-03-01,8549.38,218.27,18.97,0.2273,0.0,0.002404,0.01674,0.04595,0.0,0.0,0.01932,57.9,0.0,3.864,312.59,0.3234,0.0,0.05584,3.348,0.005462,3.527,0.0,0.0,0.0,0.0,0.006312,0.0,0.0,0.03456,64.62,0.1166,0.03689,49.2,0.0,539.81,0.0,0.7912,0.05284
61,2020-03-02,8919.74,232.09,19.94,0.2397,0.0,0.002443,0.01797,0.0493,0.0,0.0,0.02132,61.47,0.0,4.232,338.92,0.3733,0.0,0.05973,3.704,0.005757,3.724,0.0,0.0,0.0,0.0,0.006782,0.0,0.0,0.0385,68.86,0.1285,0.04157,52.56,0.0,578.0,0.0,0.8877,0.05557
62,2020-03-03,8765.68,223.96,19.68,0.2342,0.0,0.002525,0.0173,0.0487,0.0,0.0,0.02349,61.09,0.0,4.597,329.6,0.3699,0.0,0.05826,3.628,0.005653,3.635,0.0,0.0,0.0,0.0,0.006702,0.0,0.0,0.04149,65.89,0.1317,0.04211,50.78,0.0,537.5,0.0,0.7823,0.05706
63,2020-03-04,8773.78,224.87,20.0,0.2347,0.0,0.002552,0.01785,0.04887,0.0,0.0,0.02518,60.54,0.0,4.644,319.55,0.3919,0.0,0.05862,3.747,0.006149,3.599,0.0,0.0,0.0,0.0,0.006949,0.0,0.0,0.04141,65.8,0.1319,0.04727,50.13,0.0,544.33,0.0,0.7886,0.05712
64,2020-03-05,9074.82,228.78,20.8,0.2395,0.0,0.002561,0.01796,0.05107,0.0,0.0,0.02641,62.15,0.0,4.723,337.71,0.3755,0.0,0.05972,3.755,0.006151,3.773,0.0,0.0,0.0,0.0,0.007657,0.0,0.0,0.04555,68.58,0.142,0.0444,51.74,0.0,551.57,0.0,0.7549,0.05763
65,2020-03-06,9160.39,245.68,21.43,0.2452,0.0,0.002551,0.0184,0.0517,0.0,0.0,0.02501,63.4,0.0,4.701,350.88,0.3741,0.0,0.06148,3.873,0.006139,3.849,0.0,0.0,0.0,0.0,0.007835,0.0,0.0,0.05918,69.31,0.1353,0.04923,53.35,0.0,595.48,0.0,0.7417,0.05826
66,2020-03-07,8903.72,237.64,20.3,0.2367,0.0,0.002478,0.01713,0.04895,0.0,0.0,0.0268,60.55,0.0,4.36,331.49,0.3383,0.0,0.05846,3.612,0.005737,3.654,0.0,0.0,0.0,0.0,0.007676,0.0,0.0,0.05602,65.7,0.1363,0.04406,50.88,0.0,609.43,0.0,0.7195,0.05552
67,2020-03-08,8057.67,199.75,16.94,0.204,0.0,0.002229,0.01466,0.04274,0.0,0.0,0.02143,51.18,0.0,4.04,273.03,0.2878,0.0,0.04977,3.076,0.004721,3.05,0.0,0.0,0.0,0.0,0.006422,0.0,0.0,0.05038,56.37,0.1103,0.03668,43.16,0.0,514.48,0.0,0.6083,0.05084
68,2020-03-09,7944.4,203.06,16.64,0.2095,0.0,0.002208,0.01512,0.04154,0.0,0.0,0.02058,50.53,0.0,4.141,273.9,0.2795,0.0,0.05242,3.027,0.004672,3.067,0.0,0.0,0.0,0.0,0.006098,0.0,0.0,0.0454,55.59,0.1094,0.03315,42.24,0.0,519.48,0.0,0.7754,0.04949
69,2020-03-10,7894.66,200.6,16.86,0.2116,0.0,0.002314,0.01511,0.04136,0.0,0.0,0.02061,50.23,0.0,4.076,271.48,0.2819,0.0,0.05196,3.069,0.004939,3.077,0.0,0.0,0.0,0.0,0.006307,0.0,0.0,0.04537,54.83,0.1102,0.03671,41.57,0.0,502.97,0.0,0.7746,0.04903
70,2020-03-11,7945.36,194.82,16.59,0.2081,0.0,0.00229,0.01496,0.03975,0.0,0.0,0.01907,48.6,0.0,3.824,267.14,0.2697,0.0,0.05038,2.998,0.004431,3.079,0.0,0.0,0.0,0.0,0.005906,0.0,0.0,0.04784,54.23,0.09952,0.03513,40.25,0.0,488.48,0.0,0.7307,0.04926
71,2020-03-12,4916.78,110.23,9.416,0.1385,0.0,0.001541,0.008505,0.02319,0.0,0.0,0.009342,30.49,0.0,2.118,145.39,0.1388,0.0,0.03343,1.607,0.002296,1.794,0.0,0.0,0.0,0.0,0.002715,0.0,0.0,0.02512,32.75,0.05338,0.01822,26.28,0.0,197.82,0.0,0.3899,0.03034
72,2020-03-13,5632.58,135.18,11.05,0.1602,0.0,0.00177,0.01016,0.02845,0.0,0.0,0.01098,37.93,0.0,2.454,178.18,0.1533,0.0,0.04021,1.831,0.002762,2.123,0.0,0.0,0.0,0.0,0.003177,0.0,0.0,0.03522,37.3,0.06195,0.02361,27.55,0.0,313.73,0.0,0.5948,0.03447
73,2020-03-14,5181.77,122.7,10.16,0.1457,0.0,0.00181,0.00978,0.0257,0.0,0.0,0.009845,34.43,0.0,2.143,167.32,0.1472,0.0,0.03668,1.833,0.002531,1.971,0.0,0.0,0.0,0.0,0.002661,0.0,0.0,0.03993,36.08,0.06098,0.02305,25.12,0.0,241.85,0.0,0.4674,0.03187
74,2020-03-15,5357.02,123.64,10.37,0.1528,0.0,0.001967,0.0103,0.02695,0.0,0.0,0.00991,36.3,0.0,2.081,178.73,0.1467,0.0,0.03779,1.913,0.002555,2.049,0.0,0.0,0.0,0.0,0.002682,0.0,0.0,0.03901,37.77,0.06148,0.02482,25.65,0.0,212.72,0.0,0.4472,0.03241
75,2020-03-16,5045.0,111.34,9.459,0.1413,0.0,0.001575,0.009642,0.02419,0.0,0.0,0.008173,33.25,0.0,1.79,172.57,0.1263,0.0,0.03538,1.68,0.002269,1.901,0.0,0.0,0.0,0.0,0.002262,0.0,0.0,0.03567,34.08,0.05317,0.02086,24.62,0.0,208.06,0.0,0.4484,0.03153
76,2020-03-17,5337.66,116.2,10.28,0.1477,0.0,0.001636,0.01014,0.02598,0.0,0.0,0.009234,34.23,0.0,1.872,183.23,0.1392,0.0,0.03746,1.769,0.002588,1.978,0.0,0.0,0.0,0.0,0.002457,0.0,0.0,0.03706,36.02,0.05735,0.02228,25.07,0.0,211.37,0.0,0.4578,0.03464
77,2020-03-18,5413.06,118.6,10.43,0.148,0.0,0.001806,0.01022,0.02616,0.0,0.0,0.009148,34.83,0.0,1.959,184.84,0.1404,0.0,0.03701,1.829,0.002485,2.006,0.0,0.0,0.0,0.0,0.002196,0.0,0.0,0.03653,36.9,0.05708,0.02218,29.59,0.0,214.19,0.0,0.4401,0.03578
78,2020-03-19,6184.88,136.81,12.3,0.1653,0.0,0.001877,0.01162,0.03047,0.0,0.0,0.01126,39.09,0.0,2.248,221.92,0.158,0.0,0.0415,2.074,0.002919,2.286,0.0,0.0,0.0,0.0,0.002958,0.0,0.0,0.04069,40.93,0.06597,0.02488,32.33,0.0,270.67,0.0,0.4939,0.03971
